"","metric","variable","value","year","month","raw_value","untrans_value"
"410","Other Long-Term Liabilities","X2011.12",NA,"2011","12","",NA
"411","Total Liabilities","X2011.12",92.52,"2011","12","92.52",92.52
"412","Total Stockholders' Equity","X2011.12",7.48,"2011","12","7.48",7.48
"413","Total Liabilities & Equity","X2011.12",100,"2011","12","100.00",100
"414","Current Ratio","X2011.12",NA,"2011","12","",NA
"415","Quick Ratio","X2011.12",NA,"2011","12","",NA
"416","Financial Leverage","X2011.12",13.37,"2011","12","13.37",13.37
"417","Debt/Equity","X2011.12",0.45,"2011","12","0.45",0.45
"418","Days Sales Outstanding","X2011.12",NA,"2011","12","",NA
"419","Days Inventory","X2011.12",NA,"2011","12","",NA
"420","Payables Period","X2011.12",NA,"2011","12","",NA
"421","Cash Conversion Cycle","X2011.12",NA,"2011","12","",NA
"422","Receivables Turnover","X2011.12",NA,"2011","12","",NA
"423","Inventory Turnover","X2011.12",NA,"2011","12","",NA
"424","Fixed Assets Turnover","X2011.12",NA,"2011","12","",NA
"425","Asset Turnover","X2011.12",0.09,"2011","12","0.09",0.09
"426","Revenue USD Mil","X2012.12",68150000000,"2012","12","68,150",68150
"427","Gross Margin %","X2012.12",NA,"2012","12","",NA
"428","Operating Income USD Mil","X2012.12",1442000000,"2012","12","1,442",1442
"429","Operating Margin %","X2012.12",0.021,"2012","12","2.1",2.1
"430","Net Income USD Mil","X2012.12",1324000000,"2012","12","1,324",1324
"431","Earnings Per Share USD","X2012.12",1.12,"2012","12","1.12",1.12
"432","Dividends USD","X2012.12",0.74,"2012","12","0.74",0.74
"433","Payout Ratio % *","X2012.12",0.685,"2012","12","68.5",68.5
"434","Shares Mil","X2012.12",1077000000,"2012","12","1,077",1077
"435","Book Value Per Share * USD","X2012.12",59.04,"2012","12","59.04",59.04
"436","Operating Cash Flow USD Mil","X2012.12",17160000000,"2012","12","17,160",17160
"437","Cap Spending USD Mil","X2012.12",NA,"2012","12","",NA
"438","Free Cash Flow USD Mil","X2012.12",17160000000,"2012","12","17,160",17160
"439","Free Cash Flow Per Share * USD","X2012.12",15.94,"2012","12","15.94",15.94
"440","Working Capital USD Mil","X2012.12",NA,"2012","12","",NA
"441","Revenue","X2012.12",100,"2012","12","100.00",100
"442","COGS","X2012.12",NA,"2012","12","",NA
"443","Gross Margin","X2012.12",NA,"2012","12","",NA
"444","SG&A","X2012.12",21.51,"2012","12","21.51",21.51
"445","R&D","X2012.12",NA,"2012","12","",NA
"446","Other","X2012.12",76.37,"2012","12","76.37",76.37
"447","Operating Margin","X2012.12",2.12,"2012","12","2.12",2.12
"448","Net Int Inc & Other","X2012.12",NA,"2012","12","",NA
"449","EBT Margin","X2012.12",2.12,"2012","12","2.12",2.12
"450","Tax Rate %","X2012.12",0.0888,"2012","12","8.88",8.88
"451","Net Margin %","X2012.12",0.0176,"2012","12","1.76",1.76
"452","Asset Turnover (Average)","X2012.12",0.08,"2012","12","0.08",0.08
"453","Return on Assets %","X2012.12",0.0015,"2012","12","0.15",0.15
"454","Financial Leverage (Average)","X2012.12",12.98,"2012","12","12.98",12.98
"455","Return on Equity %","X2012.12",0.0193,"2012","12","1.93",1.93
"456","Return on Invested Capital %","X2012.12",NA,"2012","12","",NA
"457","Interest Coverage","X2012.12",NA,"2012","12","",NA
"458","Year over Year","X2012.12",-3.01,"2012","12","-3.01",-3.01
"459","3-Year Average","X2012.12",18.4,"2012","12","18.40",18.4
"460","5-Year Average","X2012.12",5.15,"2012","12","5.15",5.15
"461","10-Year Average","X2012.12",7.47,"2012","12","7.47",7.47
"462","Year over Year","X2012.12",-85.62,"2012","12","-85.62",-85.62
"463","3-Year Average","X2012.12",NA,"2012","12","",NA
"464","5-Year Average","X2012.12",-24.91,"2012","12","-24.91",-24.91
"465","10-Year Average","X2012.12",-1.46,"2012","12","-1.46",-1.46
"466","Year over Year","X2012.12",-81.03,"2012","12","-81.03",-81.03
"467","3-Year Average","X2012.12",NA,"2012","12","",NA
"468","5-Year Average","X2012.12",-21.05,"2012","12","-21.05",-21.05
"469","10-Year Average","X2012.12",-1.91,"2012","12","-1.91",-1.91
"470","Year over Year","X2012.12",-82.19,"2012","12","-82.19",-82.19
"471","3-Year Average","X2012.12",NA,"2012","12","",NA
"472","5-Year Average","X2012.12",-27.21,"2012","12","-27.21",-27.21
"473","10-Year Average","X2012.12",-6.53,"2012","12","-6.53",-6.53
"474","Operating Cash Flow Growth % YOY","X2012.12",NA,"2012","12","",NA
"475","Free Cash Flow Growth % YOY","X2012.12",NA,"2012","12","",NA
"476","Cap Ex as a % of Sales","X2012.12",NA,"2012","12","",NA
"477","Free Cash Flow/Sales %","X2012.12",0.2518,"2012","12","25.18",25.18
"478","Free Cash Flow/Net Income","X2012.12",12.96,"2012","12","12.96",12.96
"479","Cash & Short-Term Investments","X2012.12",3.9,"2012","12","3.90",3.9
"480","Accounts Receivable","X2012.12",2.59,"2012","12","2.59",2.59
"481","Inventory","X2012.12",NA,"2012","12","",NA
"482","Other Current Assets","X2012.12",NA,"2012","12","",NA
"483","Total Current Assets","X2012.12",NA,"2012","12","",NA
"484","Net PP&E","X2012.12",NA,"2012","12","",NA
"485","Intangibles","X2012.12",1.19,"2012","12","1.19",1.19
"486","Other Long-Term Assets","X2012.12",NA,"2012","12","",NA
"487","Total Assets","X2012.12",100,"2012","12","100.00",100
"488","Accounts Payable","X2012.12",4.62,"2012","12","4.62",4.62
"489","Short-Term Debt","X2012.12",0.01,"2012","12","0.01",0.01
"490","Taxes Payable","X2012.12",0.05,"2012","12","0.05",0.05
"491","Accrued Liabilities","X2012.12",NA,"2012","12","",NA
"492","Other Short-Term Liabilities","X2012.12",NA,"2012","12","",NA
"493","Total Current Liabilities","X2012.12",NA,"2012","12","",NA
"494","Long-Term Debt","X2012.12",2.66,"2012","12","2.66",2.66
"495","Other Long-Term Liabilities","X2012.12",NA,"2012","12","",NA
"496","Total Liabilities","X2012.12",92.3,"2012","12","92.30",92.3
"497","Total Stockholders' Equity","X2012.12",7.7,"2012","12","7.70",7.7
"498","Total Liabilities & Equity","X2012.12",100,"2012","12","100.00",100
"499","Current Ratio","X2012.12",NA,"2012","12","",NA
"500","Quick Ratio","X2012.12",NA,"2012","12","",NA
"501","Financial Leverage","X2012.12",12.98,"2012","12","12.98",12.98
"502","Debt/Equity","X2012.12",0.35,"2012","12","0.35",0.35
"503","Days Sales Outstanding","X2012.12",NA,"2012","12","",NA
"504","Days Inventory","X2012.12",NA,"2012","12","",NA
"505","Payables Period","X2012.12",NA,"2012","12","",NA
"506","Cash Conversion Cycle","X2012.12",NA,"2012","12","",NA
"507","Receivables Turnover","X2012.12",NA,"2012","12","",NA
"508","Inventory Turnover","X2012.12",NA,"2012","12","",NA
"509","Fixed Assets Turnover","X2012.12",NA,"2012","12","",NA
"510","Asset Turnover","X2012.12",0.08,"2012","12","0.08",0.08
"511","Revenue USD Mil","X2013.12",68199000000,"2013","12","68,199",68199
"512","Gross Margin %","X2013.12",NA,"2013","12","",NA
"513","Operating Income USD Mil","X2013.12",4052000000,"2013","12","4,052",4052
"514","Operating Margin %","X2013.12",0.059,"2013","12","5.9",5.9
"515","Net Income USD Mil","X2013.12",3368000000,"2013","12","3,368",3368
"516","Earnings Per Share USD","X2013.12",2.91,"2013","12","2.91",2.91
"517","Dividends USD","X2013.12",1.01,"2013","12","1.01",1.01
"518","Payout Ratio % *","X2013.12",0.667,"2013","12","66.7",66.7
"519","Shares Mil","X2013.12",1116000000,"2013","12","1,116",1116
"520","Book Value Per Share * USD","X2013.12",54.3,"2013","12","54.30",54.3
"521","Operating Cash Flow USD Mil","X2013.12",16131000000,"2013","12","16,131",16131
"522","Cap Spending USD Mil","X2013.12",NA,"2013","12","",NA
"523","Free Cash Flow USD Mil","X2013.12",16131000000,"2013","12","16,131",16131
"524","Free Cash Flow Per Share * USD","X2013.12",10.72,"2013","12","10.72",10.72
"525","Working Capital USD Mil","X2013.12",NA,"2013","12","",NA
"526","Revenue","X2013.12",100,"2013","12","100.00",100
"527","COGS","X2013.12",NA,"2013","12","",NA
"528","Gross Margin","X2013.12",NA,"2013","12","",NA
"529","SG&A","X2013.12",19.81,"2013","12","19.81",19.81
"530","R&D","X2013.12",NA,"2013","12","",NA
"531","Other","X2013.12",74.25,"2013","12","74.25",74.25
"532","Operating Margin","X2013.12",5.94,"2013","12","5.94",5.94
"533","Net Int Inc & Other","X2013.12",NA,"2013","12","",NA
"534","EBT Margin","X2013.12",5.94,"2013","12","5.94",5.94
"535","Tax Rate %","X2013.12",0.1631,"2013","12","16.31",16.31
"536","Net Margin %","X2013.12",0.0476,"2013","12","4.76",4.76
"537","Asset Turnover (Average)","X2013.12",0.08,"2013","12","0.08",0.08
"538","Return on Assets %","X2013.12",0.0038,"2013","12","0.38",0.38
"539","Financial Leverage (Average)","X2013.12",14.38,"2013","12","14.38",14.38
"540","Return on Equity %","X2013.12",0.0515,"2013","12","5.15",5.15
"541","Return on Invested Capital %","X2013.12",NA,"2013","12","",NA
"542","Interest Coverage","X2013.12",NA,"2013","12","",NA
"543","Year over Year","X2013.12",0.07,"2013","12","0.07",0.07
"544","3-Year Average","X2013.12",8.96,"2013","12","8.96",8.96
"545","5-Year Average","X2013.12",5.99,"2013","12","5.99",5.99
"546","10-Year Average","X2013.12",6.66,"2013","12","6.66",6.66
"547","Year over Year","X2013.12",181,"2013","12","181.00",181
"548","3-Year Average","X2013.12",0.79,"2013","12","0.79",0.79
"549","5-Year Average","X2013.12",-4.46,"2013","12","-4.46",-4.46
"550","10-Year Average","X2013.12",4.42,"2013","12","4.42",4.42
"551","Year over Year","X2013.12",154.38,"2013","12","154.38",154.38
"552","3-Year Average","X2013.12",6.48,"2013","12","6.48",6.48
"553","5-Year Average","X2013.12",0.97,"2013","12","0.97",0.97
"554","10-Year Average","X2013.12",4.27,"2013","12","4.27",4.27
"555","Year over Year","X2013.12",159.82,"2013","12","159.82",159.82
"556","3-Year Average","X2013.12",-1.01,"2013","12","-1.01",-1.01
"557","5-Year Average","X2013.12",-6.81,"2013","12","-6.81",-6.81
"558","10-Year Average","X2013.12",-0.1,"2013","12","-0.10",-0.1
"559","Operating Cash Flow Growth % YOY","X2013.12",-6,"2013","12","-600.00",-600
"560","Free Cash Flow Growth % YOY","X2013.12",-6,"2013","12","-600.00",-600
"561","Cap Ex as a % of Sales","X2013.12",NA,"2013","12","",NA
"562","Free Cash Flow/Sales %","X2013.12",0.2365,"2013","12","23.65",23.65
"563","Free Cash Flow/Net Income","X2013.12",4.79,"2013","12","4.79",4.79
"564","Cash & Short-Term Investments","X2013.12",2.43,"2013","12","2.43",2.43
"565","Accounts Receivable","X2013.12",2.47,"2013","12","2.47",2.47
"566","Inventory","X2013.12",NA,"2013","12","",NA
"567","Other Current Assets","X2013.12",NA,"2013","12","",NA
"568","Total Current Assets","X2013.12",NA,"2013","12","",NA
"569","Net PP&E","X2013.12",NA,"2013","12","",NA
"570","Intangibles","X2013.12",1.19,"2013","12","1.19",1.19
"571","Other Long-Term Assets","X2013.12",NA,"2013","12","",NA
"572","Total Assets","X2013.12",100,"2013","12","100.00",100
"573","Accounts Payable","X2013.12",3.53,"2013","12","3.53",3.53
"574","Short-Term Debt","X2013.12",0.02,"2013","12","0.02",0.02
"575","Taxes Payable","X2013.12",0.02,"2013","12","0.02",0.02
"576","Accrued Liabilities","X2013.12",NA,"2013","12","",NA
"577","Other Short-Term Liabilities","X2013.12",NA,"2013","12","",NA
"578","Total Current Liabilities","X2013.12",NA,"2013","12","",NA
"579","Long-Term Debt","X2013.12",2.47,"2013","12","2.47",2.47
"580","Other Long-Term Liabilities","X2013.12",NA,"2013","12","",NA
"581","Total Liabilities","X2013.12",93.05,"2013","12","93.05",93.05
"582","Total Stockholders' Equity","X2013.12",6.95,"2013","12","6.95",6.95
"583","Total Liabilities & Equity","X2013.12",100,"2013","12","100.00",100
"584","Current Ratio","X2013.12",NA,"2013","12","",NA
"585","Quick Ratio","X2013.12",NA,"2013","12","",NA
"586","Financial Leverage","X2013.12",14.38,"2013","12","14.38",14.38
"587","Debt/Equity","X2013.12",0.35,"2013","12","0.35",0.35
"588","Days Sales Outstanding","X2013.12",NA,"2013","12","",NA
"589","Days Inventory","X2013.12",NA,"2013","12","",NA
"590","Payables Period","X2013.12",NA,"2013","12","",NA
"591","Cash Conversion Cycle","X2013.12",NA,"2013","12","",NA
"592","Receivables Turnover","X2013.12",NA,"2013","12","",NA
"593","Inventory Turnover","X2013.12",NA,"2013","12","",NA
"594","Fixed Assets Turnover","X2013.12",NA,"2013","12","",NA
"595","Asset Turnover","X2013.12",0.08,"2013","12","0.08",0.08
"596","Revenue USD Mil","X2014.12",73316000000,"2014","12","73,316",73316
"597","Gross Margin %","X2014.12",NA,"2014","12","",NA
"598","Operating Income USD Mil","X2014.12",8804000000,"2014","12","8,804",8804
"599","Operating Margin %","X2014.12",0.12,"2014","12","12.0",12
"600","Net Income USD Mil","X2014.12",6309000000,"2014","12","6,309",6309
"601","Earnings Per Share USD","X2014.12",5.42,"2014","12","5.42",5.42
"602","Dividends USD","X2014.12",1.32,"2014","12","1.32",1.32
"603","Payout Ratio % *","X2014.12",0.255,"2014","12","25.5",25.5
"604","Shares Mil","X2014.12",1143000000,"2014","12","1,143",1143
"605","Book Value Per Share * USD","X2014.12",62.55,"2014","12","62.55",62.55
"606","Operating Cash Flow USD Mil","X2014.12",16376000000,"2014","12","16,376",16376
"607","Cap Spending USD Mil","X2014.12",NA,"2014","12","",NA
"608","Free Cash Flow USD Mil","X2014.12",16376000000,"2014","12","16,376",16376
"609","Free Cash Flow Per Share * USD","X2014.12",14.99,"2014","12","14.99",14.99
"610","Working Capital USD Mil","X2014.12",NA,"2014","12","",NA
"611","Revenue","X2014.12",100,"2014","12","100.00",100
"612","COGS","X2014.12",NA,"2014","12","",NA
"613","Gross Margin","X2014.12",NA,"2014","12","",NA
"614","SG&A","X2014.12",17.92,"2014","12","17.92",17.92
"615","R&D","X2014.12",NA,"2014","12","",NA
"616","Other","X2014.12",70.07,"2014","12","70.07",70.07
"617","Operating Margin","X2014.12",12.01,"2014","12","12.01",12.01
"618","Net Int Inc & Other","X2014.12",NA,"2014","12","",NA
"619","EBT Margin","X2014.12",12.01,"2014","12","12.01",12.01
"620","Tax Rate %","X2014.12",0.28,"2014","12","28.00",28
"621","Net Margin %","X2014.12",0.0844,"2014","12","8.44",8.44
"622","Asset Turnover (Average)","X2014.12",0.08,"2014","12","0.08",0.08
"623","Return on Assets %","X2014.12",0.0069,"2014","12","0.69",0.69
"624","Financial Leverage (Average)","X2014.12",12.52,"2014","12","12.52",12.52
"625","Return on Equity %","X2014.12",0.0926,"2014","12","9.26",9.26
"626","Return on Invested Capital %","X2014.12",NA,"2014","12","",NA
"627","Interest Coverage","X2014.12",NA,"2014","12","",NA
"628","Year over Year","X2014.12",7.5,"2014","12","7.50",7.5
"629","3-Year Average","X2014.12",1.43,"2014","12","1.43",1.43
"630","5-Year Average","X2014.12",12.29,"2014","12","12.29",12.29
"631","10-Year Average","X2014.12",6.51,"2014","12","6.51",6.51
"632","Year over Year","X2014.12",117.28,"2014","12","117.28",117.28
"633","3-Year Average","X2014.12",-4.24,"2014","12","-4.24",-4.24
"634","5-Year Average","X2014.12",NA,"2014","12","",NA
"635","10-Year Average","X2014.12",8.83,"2014","12","8.83",8.83
"636","Year over Year","X2014.12",87.32,"2014","12","87.32",87.32
"637","3-Year Average","X2014.12",-3.32,"2014","12","-3.32",-3.32
"638","5-Year Average","X2014.12",NA,"2014","12","",NA
"639","10-Year Average","X2014.12",8.63,"2014","12","8.63",8.63
"640","Year over Year","X2014.12",86.25,"2014","12","86.25",86.25
"641","3-Year Average","X2014.12",-4.84,"2014","12","-4.84",-4.84
"642","5-Year Average","X2014.12",NA,"2014","12","",NA
"643","10-Year Average","X2014.12",4.03,"2014","12","4.03",4.03
"644","Operating Cash Flow Growth % YOY","X2014.12",1.52,"2014","12","152.00",152
"645","Free Cash Flow Growth % YOY","X2014.12",1.52,"2014","12","152.00",152
"646","Cap Ex as a % of Sales","X2014.12",NA,"2014","12","",NA
"647","Free Cash Flow/Sales %","X2014.12",0.2234,"2014","12","22.34",22.34
"648","Free Cash Flow/Net Income","X2014.12",2.6,"2014","12","2.60",2.6
"649","Cash & Short-Term Investments","X2014.12",2.15,"2014","12","2.15",2.15
"650","Accounts Receivable","X2014.12",2.47,"2014","12","2.47",2.47
"651","Inventory","X2014.12",NA,"2014","12","",NA
"652","Other Current Assets","X2014.12",NA,"2014","12","",NA
"653","Total Current Assets","X2014.12",NA,"2014","12","",NA
"654","Net PP&E","X2014.12",NA,"2014","12","",NA
"655","Intangibles","X2014.12",1.09,"2014","12","1.09",1.09
"656","Other Long-Term Assets","X2014.12",NA,"2014","12","",NA
"657","Total Assets","X2014.12",100,"2014","12","100.00",100
"658","Accounts Payable","X2014.12",4.36,"2014","12","4.36",4.36
"659","Short-Term Debt","X2014.12",0.01,"2014","12","0.01",0.01
"660","Taxes Payable","X2014.12",0.02,"2014","12","0.02",0.02
"661","Accrued Liabilities","X2014.12",NA,"2014","12","",NA
"662","Other Short-Term Liabilities","X2014.12",NA,"2014","12","",NA
"663","Total Current Liabilities","X2014.12",NA,"2014","12","",NA
"664","Long-Term Debt","X2014.12",2.16,"2014","12","2.16",2.16
"665","Other Long-Term Liabilities","X2014.12",NA,"2014","12","",NA
"666","Total Liabilities","X2014.12",92.01,"2014","12","92.01",92.01
"667","Total Stockholders' Equity","X2014.12",7.99,"2014","12","7.99",7.99
"668","Total Liabilities & Equity","X2014.12",100,"2014","12","100.00",100
"669","Current Ratio","X2014.12",NA,"2014","12","",NA
"670","Quick Ratio","X2014.12",NA,"2014","12","",NA
"671","Financial Leverage","X2014.12",12.52,"2014","12","12.52",12.52
"672","Debt/Equity","X2014.12",0.27,"2014","12","0.27",0.27
"673","Days Sales Outstanding","X2014.12",NA,"2014","12","",NA
"674","Days Inventory","X2014.12",NA,"2014","12","",NA
"675","Payables Period","X2014.12",NA,"2014","12","",NA
"676","Cash Conversion Cycle","X2014.12",NA,"2014","12","",NA
"677","Receivables Turnover","X2014.12",NA,"2014","12","",NA
"678","Inventory Turnover","X2014.12",NA,"2014","12","",NA
"679","Fixed Assets Turnover","X2014.12",NA,"2014","12","",NA
"680","Asset Turnover","X2014.12",0.08,"2014","12","0.08",0.08
"681","Revenue USD Mil","X2015.12",69951000000,"2015","12","69,951",69951
"682","Gross Margin %","X2015.12",NA,"2015","12","",NA
"683","Operating Income USD Mil","X2015.12",7470000000,"2015","12","7,470",7470
"684","Operating Margin %","X2015.12",0.107,"2015","12","10.7",10.7
"685","Net Income USD Mil","X2015.12",5310000000,"2015","12","5,310",5310
"686","Earnings Per Share USD","X2015.12",4.57,"2015","12","4.57",4.57
"687","Dividends USD","X2015.12",1.48,"2015","12","1.48",1.48
"688","Payout Ratio % *","X2015.12",0.281,"2015","12","28.1",28.1
"689","Shares Mil","X2015.12",1128000000,"2015","12","1,128",1128
"690","Book Value Per Share * USD","X2015.12",64.21,"2015","12","64.21",64.21
"691","Operating Cash Flow USD Mil","X2015.12",14129000000,"2015","12","14,129",14129
"692","Cap Spending USD Mil","X2015.12",NA,"2015","12","",NA
"693","Free Cash Flow USD Mil","X2015.12",14129000000,"2015","12","14,129",14129
"694","Free Cash Flow Per Share * USD","X2015.12",13.18,"2015","12","13.18",13.18
"695","Working Capital USD Mil","X2015.12",NA,"2015","12","",NA
"696","Revenue","X2015.12",100,"2015","12","100.00",100
"697","COGS","X2015.12",NA,"2015","12","",NA
"698","Gross Margin","X2015.12",NA,"2015","12","",NA
"699","SG&A","X2015.12",17.81,"2015","12","17.81",17.81
"700","R&D","X2015.12",NA,"2015","12","",NA
"701","Other","X2015.12",71.51,"2015","12","71.51",71.51
"702","Operating Margin","X2015.12",10.68,"2015","12","10.68",10.68
"703","Net Int Inc & Other","X2015.12",NA,"2015","12","",NA
"704","EBT Margin","X2015.12",10.68,"2015","12","10.68",10.68
"705","Tax Rate %","X2015.12",0.2876,"2015","12","28.76",28.76
"706","Net Margin %","X2015.12",0.0737,"2015","12","7.37",7.37
"707","Asset Turnover (Average)","X2015.12",0.08,"2015","12","0.08",0.08
"708","Return on Assets %","X2015.12",0.0058,"2015","12","0.58",0.58
"709","Financial Leverage (Average)","X2015.12",12.92,"2015","12","12.92",12.92
"710","Return on Equity %","X2015.12",0.0736,"2015","12","7.36",7.36
"711","Return on Invested Capital %","X2015.12",NA,"2015","12","",NA
"712","Interest Coverage","X2015.12",NA,"2015","12","",NA
"713","Year over Year","X2015.12",-4.59,"2015","12","-4.59",-4.59
"714","3-Year Average","X2015.12",0.87,"2015","12","0.87",0.87
"715","5-Year Average","X2015.12",5.82,"2015","12","5.82",5.82
"716","10-Year Average","X2015.12",4.56,"2015","12","4.56",4.56
"717","Year over Year","X2015.12",-15.15,"2015","12","-15.15",-15.15
"718","3-Year Average","X2015.12",73.03,"2015","12","73.03",73.03
"719","5-Year Average","X2015.12",13.55,"2015","12","13.55",13.55
"720","10-Year Average","X2015.12",5.44,"2015","12","5.44",5.44
"721","Year over Year","X2015.12",-15.83,"2015","12","-15.83",-15.83
"722","3-Year Average","X2015.12",58.88,"2015","12","58.88",58.88
"723","5-Year Average","X2015.12",13.74,"2015","12","13.74",13.74
"724","10-Year Average","X2015.12",1.2,"2015","12","1.20",1.2
"725","Year over Year","X2015.12",-15.68,"2015","12","-15.68",-15.68
"726","3-Year Average","X2015.12",59.8,"2015","12","59.80",59.8
"727","5-Year Average","X2015.12",8.78,"2015","12","8.78",8.78
"728","10-Year Average","X2015.12",-2.94,"2015","12","-2.94",-2.94
"729","Operating Cash Flow Growth % YOY","X2015.12",NA,"2015","12","",NA
"730","Free Cash Flow Growth % YOY","X2015.12",NA,"2015","12","",NA
"731","Cap Ex as a % of Sales","X2015.12",NA,"2015","12","",NA
"732","Free Cash Flow/Sales %","X2015.12",0.202,"2015","12","20.20",20.2
"733","Free Cash Flow/Net Income","X2015.12",2.66,"2015","12","2.66",2.66
"734","Cash & Short-Term Investments","X2015.12",2.51,"2015","12","2.51",2.51
"735","Accounts Receivable","X2015.12",2.6,"2015","12","2.60",2.6
"736","Inventory","X2015.12",NA,"2015","12","",NA
"737","Other Current Assets","X2015.12",NA,"2015","12","",NA
"738","Total Current Assets","X2015.12",NA,"2015","12","",NA
"739","Net PP&E","X2015.12",NA,"2015","12","",NA
"740","Intangibles","X2015.12",1.08,"2015","12","1.08",1.08
"741","Other Long-Term Assets","X2015.12",NA,"2015","12","",NA
"742","Total Assets","X2015.12",100,"2015","12","100.00",100
"743","Accounts Payable","X2015.12",4.48,"2015","12","4.48",4.48
"744","Short-Term Debt","X2015.12",0.01,"2015","12","0.01",0.01
"745","Taxes Payable","X2015.12",NA,"2015","12","",NA
"746","Accrued Liabilities","X2015.12",NA,"2015","12","",NA
"747","Other Short-Term Liabilities","X2015.12",NA,"2015","12","",NA
"748","Total Current Liabilities","X2015.12",NA,"2015","12","",NA
"749","Long-Term Debt","X2015.12",2.42,"2015","12","2.42",2.42
"750","Other Long-Term Liabilities","X2015.12",NA,"2015","12","",NA
"751","Total Liabilities","X2015.12",92.26,"2015","12","92.26",92.26
"752","Total Stockholders' Equity","X2015.12",7.74,"2015","12","7.74",7.74
"753","Total Liabilities & Equity","X2015.12",100,"2015","12","100.00",100
"754","Current Ratio","X2015.12",NA,"2015","12","",NA
"755","Quick Ratio","X2015.12",NA,"2015","12","",NA
"756","Financial Leverage","X2015.12",12.92,"2015","12","12.92",12.92
"757","Debt/Equity","X2015.12",0.31,"2015","12","0.31",0.31
"758","Days Sales Outstanding","X2015.12",NA,"2015","12","",NA
"759","Days Inventory","X2015.12",NA,"2015","12","",NA
"760","Payables Period","X2015.12",NA,"2015","12","",NA
"761","Cash Conversion Cycle","X2015.12",NA,"2015","12","",NA
"762","Receivables Turnover","X2015.12",NA,"2015","12","",NA
"763","Inventory Turnover","X2015.12",NA,"2015","12","",NA
"764","Fixed Assets Turnover","X2015.12",NA,"2015","12","",NA
"765","Asset Turnover","X2015.12",0.08,"2015","12","0.08",0.08
"766","Revenue USD Mil","X2016.12",63476000000,"2016","12","63,476",63476
"767","Gross Margin %","X2016.12",NA,"2016","12","",NA
"768","Operating Income USD Mil","X2016.12",-195000000,"2016","12","-195",-195
"769","Operating Margin %","X2016.12",-0.003,"2016","12","-0.3",-0.3
"770","Net Income USD Mil","X2016.12",800000000,"2016","12","800",800
"771","Earnings Per Share USD","X2016.12",0.63,"2016","12","0.63",0.63
"772","Dividends USD","X2016.12",1.57,"2016","12","1.57",1.57
"773","Payout Ratio % *","X2016.12",0.475,"2016","12","47.5",47.5
"774","Shares Mil","X2016.12",1109000000,"2016","12","1,109",1109
"775","Book Value Per Share * USD","X2016.12",71.46,"2016","12","71.46",71.46
"776","Operating Cash Flow USD Mil","X2016.12",14827000000,"2016","12","14,827",14827
"777","Cap Spending USD Mil","X2016.12",NA,"2016","12","",NA
"778","Free Cash Flow USD Mil","X2016.12",14827000000,"2016","12","14,827",14827
"779","Free Cash Flow Per Share * USD","X2016.12",12.4,"2016","12","12.40",12.4
"780","Working Capital USD Mil","X2016.12",NA,"2016","12","",NA
"781","Revenue","X2016.12",100,"2016","12","100.00",100
"782","COGS","X2016.12",NA,"2016","12","",NA
"783","Gross Margin","X2016.12",NA,"2016","12","",NA
"784","SG&A","X2016.12",19.18,"2016","12","19.18",19.18
"785","R&D","X2016.12",NA,"2016","12","",NA
"786","Other","X2016.12",81.13,"2016","12","81.13",81.13
"787","Operating Margin","X2016.12",-0.31,"2016","12","-0.31",-0.31
"788","Net Int Inc & Other","X2016.12",NA,"2016","12","",NA
"789","EBT Margin","X2016.12",-0.31,"2016","12","-0.31",-0.31
"790","Tax Rate %","X2016.12",NA,"2016","12","",NA
"791","Net Margin %","X2016.12",0.011,"2016","12","1.10",1.1
"792","Asset Turnover (Average)","X2016.12",0.07,"2016","12","0.07",0.07
"793","Return on Assets %","X2016.12",0.0008,"2016","12","0.08",0.08
"794","Financial Leverage (Average)","X2016.12",13.35,"2016","12","13.35",13.35
"795","Return on Equity %","X2016.12",0.0103,"2016","12","1.03",1.03
"796","Return on Invested Capital %","X2016.12",NA,"2016","12","",NA
"797","Interest Coverage","X2016.12",NA,"2016","12","",NA
"798","Year over Year","X2016.12",-9.26,"2016","12","-9.26",-9.26
"799","3-Year Average","X2016.12",-2.36,"2016","12","-2.36",-2.36
"800","5-Year Average","X2016.12",-2.01,"2016","12","-2.01",-2.01
"801","10-Year Average","X2016.12",2.75,"2016","12","2.75",2.75
"802","Year over Year","X2016.12",NA,"2016","12","",NA
"803","3-Year Average","X2016.12",NA,"2016","12","",NA
"804","5-Year Average","X2016.12",NA,"2016","12","",NA
"805","10-Year Average","X2016.12",NA,"2016","12","",NA
"806","Year over Year","X2016.12",-84.93,"2016","12","-84.93",-84.93
"807","3-Year Average","X2016.12",-38.07,"2016","12","-38.07",-38.07
"808","5-Year Average","X2016.12",-35.16,"2016","12","-35.16",-35.16
"809","10-Year Average","X2016.12",-18.64,"2016","12","-18.64",-18.64
"810","Year over Year","X2016.12",-86.21,"2016","12","-86.21",-86.21
"811","3-Year Average","X2016.12",-39.95,"2016","12","-39.95",-39.95
"812","5-Year Average","X2016.12",-36.88,"2016","12","-36.88",-36.88
"813","10-Year Average","X2016.12",-22.43,"2016","12","-22.43",-22.43
"814","Operating Cash Flow Growth % YOY","X2016.12",4.94,"2016","12","494.00",494
"815","Free Cash Flow Growth % YOY","X2016.12",4.94,"2016","12","494.00",494
"816","Cap Ex as a % of Sales","X2016.12",NA,"2016","12","",NA
