"","metric","variable","value","year","month","raw_value","untrans_value"
"403","Accounts Payable","X2011.09",1.72,"2011","09","1.72",1.72
"404","Short-Term Debt","X2011.09",15.82,"2011","09","15.82",15.82
"405","Taxes Payable","X2011.09",NA,"2011","09","",NA
"406","Accrued Liabilities","X2011.09",NA,"2011","09","",NA
"407","Other Short-Term Liabilities","X2011.09",NA,"2011","09","",NA
"408","Total Current Liabilities","X2011.09",NA,"2011","09","",NA
"409","Long-Term Debt","X2011.09",NA,"2011","09","",NA
"410","Other Long-Term Liabilities","X2011.09",NA,"2011","09","",NA
"411","Total Liabilities","X2011.09",93.62,"2011","09","93.62",93.62
"412","Total Stockholders' Equity","X2011.09",6.38,"2011","09","6.38",6.38
"413","Total Liabilities & Equity","X2011.09",100,"2011","09","100.00",100
"414","Current Ratio","X2011.09",NA,"2011","09","",NA
"415","Quick Ratio","X2011.09",NA,"2011","09","",NA
"416","Financial Leverage","X2011.09",16.05,"2011","09","16.05",16.05
"417","Debt/Equity","X2011.09",NA,"2011","09","",NA
"418","Days Sales Outstanding","X2011.09",NA,"2011","09","",NA
"419","Days Inventory","X2011.09",NA,"2011","09","",NA
"420","Payables Period","X2011.09",NA,"2011","09","",NA
"421","Cash Conversion Cycle","X2011.09",NA,"2011","09","",NA
"422","Receivables Turnover","X2011.09",NA,"2011","09","",NA
"423","Inventory Turnover","X2011.09",NA,"2011","09","",NA
"424","Fixed Assets Turnover","X2011.09",7.91,"2011","09","7.91",7.91
"425","Asset Turnover","X2011.09",0.03,"2011","09","0.03",0.03
"426","Revenue AUD Mil","X2012.09",17711000000,"2012","09","17,711",17711
"427","Gross Margin %","X2012.09",NA,"2012","09","",NA
"428","Operating Income AUD Mil","X2012.09",7994000000,"2012","09","7,994",7994
"429","Operating Margin %","X2012.09",0.451,"2012","09","45.1",45.1
"430","Net Income AUD Mil","X2012.09",5661000000,"2012","09","5,661",5661
"431","Earnings Per Share AUD","X2012.09",2.06,"2012","09","2.06",2.06
"432","Dividends AUD","X2012.09",2.03,"2012","09","2.03",2.03
"433","Payout Ratio % *","X2012.09",0.981,"2012","09","98.1",98.1
"434","Shares Mil","X2012.09",2748000000,"2012","09","2,748",2748
"435","Book Value Per Share * AUD","X2012.09",14.18,"2012","09","14.18",14.18
"436","Operating Cash Flow AUD Mil","X2012.09",6416000000,"2012","09","6,416",6416
"437","Cap Spending AUD Mil","X2012.09",-319000000,"2012","09","-319",-319
"438","Free Cash Flow AUD Mil","X2012.09",6097000000,"2012","09","6,097",6097
"439","Free Cash Flow Per Share * AUD","X2012.09",8.38,"2012","09","8.38",8.38
"440","Working Capital AUD Mil","X2012.09",NA,"2012","09","",NA
"441","Revenue","X2012.09",100,"2012","09","100.00",100
"442","COGS","X2012.09",NA,"2012","09","",NA
"443","Gross Margin","X2012.09",NA,"2012","09","",NA
"444","SG&A","X2012.09",30.79,"2012","09","30.79",30.79
"445","R&D","X2012.09",NA,"2012","09","",NA
"446","Other","X2012.09",17.31,"2012","09","17.31",17.31
"447","Operating Margin","X2012.09",45.14,"2012","09","45.14",45.14
"448","Net Int Inc & Other","X2012.09",-6.76,"2012","09","-6.76",-6.76
"449","EBT Margin","X2012.09",45.14,"2012","09","45.14",45.14
"450","Tax Rate %","X2012.09",0.2911,"2012","09","29.11",29.11
"451","Net Margin %","X2012.09",0.319,"2012","09","31.90",31.9
"452","Asset Turnover (Average)","X2012.09",0.03,"2012","09","0.03",0.03
"453","Return on Assets %","X2012.09",0.0091,"2012","09","0.91",0.91
"454","Financial Leverage (Average)","X2012.09",15.93,"2012","09","15.93",15.93
"455","Return on Equity %","X2012.09",0.1461,"2012","09","14.61",14.61
"456","Return on Invested Capital %","X2012.09",NA,"2012","09","",NA
"457","Interest Coverage","X2012.09",NA,"2012","09","",NA
"458","Year over Year","X2012.09",4.6,"2012","09","4.60",4.6
"459","3-Year Average","X2012.09",8.47,"2012","09","8.47",8.47
"460","5-Year Average","X2012.09",8.79,"2012","09","8.79",8.79
"461","10-Year Average","X2012.09",9.75,"2012","09","9.75",9.75
"462","Year over Year","X2012.09",4.2,"2012","09","4.20",4.2
"463","3-Year Average","X2012.09",22.21,"2012","09","22.21",22.21
"464","5-Year Average","X2012.09",6.39,"2012","09","6.39",6.39
"465","10-Year Average","X2012.09",9.51,"2012","09","9.51",9.51
"466","Year over Year","X2012.09",5.71,"2012","09","5.71",5.71
"467","3-Year Average","X2012.09",24.37,"2012","09","24.37",24.37
"468","5-Year Average","X2012.09",6.25,"2012","09","6.25",6.25
"469","10-Year Average","X2012.09",9.32,"2012","09","9.32",9.32
"470","Year over Year","X2012.09",3.42,"2012","09","3.42",3.42
"471","3-Year Average","X2012.09",16.63,"2012","09","16.63",16.63
"472","5-Year Average","X2012.09",-1.19,"2012","09","-1.19",-1.19
"473","10-Year Average","X2012.09",3.44,"2012","09","3.44",3.44
"474","Operating Cash Flow Growth % YOY","X2012.09",NA,"2012","09","",NA
"475","Free Cash Flow Growth % YOY","X2012.09",NA,"2012","09","",NA
"476","Cap Ex as a % of Sales","X2012.09",0.018,"2012","09","1.80",1.8
"477","Free Cash Flow/Sales %","X2012.09",0.3442,"2012","09","34.42",34.42
"478","Free Cash Flow/Net Income","X2012.09",1.08,"2012","09","1.08",1.08
"479","Cash & Short-Term Investments","X2012.09",7.01,"2012","09","7.01",7.01
"480","Accounts Receivable","X2012.09",NA,"2012","09","",NA
"481","Inventory","X2012.09",NA,"2012","09","",NA
"482","Other Current Assets","X2012.09",NA,"2012","09","",NA
"483","Total Current Assets","X2012.09",NA,"2012","09","",NA
"484","Net PP&E","X2012.09",0.33,"2012","09","0.33",0.33
"485","Intangibles","X2012.09",1.1,"2012","09","1.10",1.1
"486","Other Long-Term Assets","X2012.09",NA,"2012","09","",NA
"487","Total Assets","X2012.09",100,"2012","09","100.00",100
"488","Accounts Payable","X2012.09",1.57,"2012","09","1.57",1.57
"489","Short-Term Debt","X2012.09",16.67,"2012","09","16.67",16.67
"490","Taxes Payable","X2012.09",NA,"2012","09","",NA
"491","Accrued Liabilities","X2012.09",NA,"2012","09","",NA
"492","Other Short-Term Liabilities","X2012.09",NA,"2012","09","",NA
"493","Total Current Liabilities","X2012.09",NA,"2012","09","",NA
"494","Long-Term Debt","X2012.09",1.06,"2012","09","1.06",1.06
"495","Other Long-Term Liabilities","X2012.09",NA,"2012","09","",NA
"496","Total Liabilities","X2012.09",93.59,"2012","09","93.59",93.59
"497","Total Stockholders' Equity","X2012.09",6.41,"2012","09","6.41",6.41
"498","Total Liabilities & Equity","X2012.09",100,"2012","09","100.00",100
"499","Current Ratio","X2012.09",NA,"2012","09","",NA
"500","Quick Ratio","X2012.09",NA,"2012","09","",NA
"501","Financial Leverage","X2012.09",15.93,"2012","09","15.93",15.93
"502","Debt/Equity","X2012.09",0.17,"2012","09","0.17",0.17
"503","Days Sales Outstanding","X2012.09",NA,"2012","09","",NA
"504","Days Inventory","X2012.09",NA,"2012","09","",NA
"505","Payables Period","X2012.09",NA,"2012","09","",NA
"506","Cash Conversion Cycle","X2012.09",NA,"2012","09","",NA
"507","Receivables Turnover","X2012.09",NA,"2012","09","",NA
"508","Inventory Turnover","X2012.09",NA,"2012","09","",NA
"509","Fixed Assets Turnover","X2012.09",8.36,"2012","09","8.36",8.36
"510","Asset Turnover","X2012.09",0.03,"2012","09","0.03",0.03
"511","Revenue AUD Mil","X2013.09",18446000000,"2013","09","18,446",18446
"512","Gross Margin %","X2013.09",NA,"2013","09","",NA
"513","Operating Income AUD Mil","X2013.09",9022000000,"2013","09","9,022",9022
"514","Operating Margin %","X2013.09",0.489,"2013","09","48.9",48.9
"515","Net Income AUD Mil","X2013.09",6272000000,"2013","09","6,272",6272
"516","Earnings Per Share AUD","X2013.09",2.24,"2013","09","2.24",2.24
"517","Dividends AUD","X2013.09",2.17,"2013","09","2.17",2.17
"518","Payout Ratio % *","X2013.09",1.011,"2013","09","101.1",101.1
"519","Shares Mil","X2013.09",2792000000,"2013","09","2,792",2792
"520","Book Value Per Share * AUD","X2013.09",15.16,"2013","09","15.16",15.16
"521","Operating Cash Flow AUD Mil","X2013.09",17606000000,"2013","09","17,606",17606
"522","Cap Spending AUD Mil","X2013.09",-356000000,"2013","09","-356",-356
"523","Free Cash Flow AUD Mil","X2013.09",17250000000,"2013","09","17,250",17250
"524","Free Cash Flow Per Share * AUD","X2013.09",10.4,"2013","09","10.40",10.4
"525","Working Capital AUD Mil","X2013.09",NA,"2013","09","",NA
"526","Revenue","X2013.09",100,"2013","09","100.00",100
"527","COGS","X2013.09",NA,"2013","09","",NA
"528","Gross Margin","X2013.09",NA,"2013","09","",NA
"529","SG&A","X2013.09",29.24,"2013","09","29.24",29.24
"530","R&D","X2013.09",NA,"2013","09","",NA
"531","Other","X2013.09",15.41,"2013","09","15.41",15.41
"532","Operating Margin","X2013.09",48.91,"2013","09","48.91",48.91
"533","Net Int Inc & Other","X2013.09",-6.44,"2013","09","-6.44",-6.44
"534","EBT Margin","X2013.09",48.91,"2013","09","48.91",48.91
"535","Tax Rate %","X2013.09",0.3037,"2013","09","30.37",30.37
"536","Net Margin %","X2013.09",0.3397,"2013","09","33.97",33.97
"537","Asset Turnover (Average)","X2013.09",0.03,"2013","09","0.03",0.03
"538","Return on Assets %","X2013.09",0.0093,"2013","09","0.93",0.93
"539","Financial Leverage (Average)","X2013.09",15.73,"2013","09","15.73",15.73
"540","Return on Equity %","X2013.09",0.1475,"2013","09","14.75",14.75
"541","Return on Invested Capital %","X2013.09",NA,"2013","09","",NA
"542","Interest Coverage","X2013.09",NA,"2013","09","",NA
"543","Year over Year","X2013.09",4.15,"2013","09","4.15",4.15
"544","3-Year Average","X2013.09",4.45,"2013","09","4.45",4.45
"545","5-Year Average","X2013.09",8.24,"2013","09","8.24",8.24
"546","10-Year Average","X2013.09",9.99,"2013","09","9.99",9.99
"547","Year over Year","X2013.09",12.86,"2013","09","12.86",12.86
"548","3-Year Average","X2013.09",10.98,"2013","09","10.98",10.98
"549","5-Year Average","X2013.09",14.85,"2013","09","14.85",14.85
"550","10-Year Average","X2013.09",10.66,"2013","09","10.66",10.66
"551","Year over Year","X2013.09",10.79,"2013","09","10.79",10.79
"552","3-Year Average","X2013.09",11.69,"2013","09","11.69",11.69
"553","5-Year Average","X2013.09",13.57,"2013","09","13.57",13.57
"554","10-Year Average","X2013.09",10.32,"2013","09","10.32",10.32
"555","Year over Year","X2013.09",9.14,"2013","09","9.14",9.14
"556","3-Year Average","X2013.09",8.72,"2013","09","8.72",8.72
"557","5-Year Average","X2013.09",6.71,"2013","09","6.71",6.71
"558","10-Year Average","X2013.09",4.26,"2013","09","4.26",4.26
"559","Operating Cash Flow Growth % YOY","X2013.09",NA,"2013","09","",NA
"560","Free Cash Flow Growth % YOY","X2013.09",NA,"2013","09","",NA
"561","Cap Ex as a % of Sales","X2013.09",0.0193,"2013","09","1.93",1.93
"562","Free Cash Flow/Sales %","X2013.09",0.9352,"2013","09","93.52",93.52
"563","Free Cash Flow/Net Income","X2013.09",2.75,"2013","09","2.75",2.75
"564","Cash & Short-Term Investments","X2013.09",7.7,"2013","09","7.70",7.7
"565","Accounts Receivable","X2013.09",NA,"2013","09","",NA
"566","Inventory","X2013.09",NA,"2013","09","",NA
"567","Other Current Assets","X2013.09",NA,"2013","09","",NA
"568","Total Current Assets","X2013.09",NA,"2013","09","",NA
"569","Net PP&E","X2013.09",0.31,"2013","09","0.31",0.31
"570","Intangibles","X2013.09",1.09,"2013","09","1.09",1.09
"571","Other Long-Term Assets","X2013.09",NA,"2013","09","",NA
"572","Total Assets","X2013.09",100,"2013","09","100.00",100
"573","Accounts Payable","X2013.09",1.79,"2013","09","1.79",1.79
"574","Short-Term Debt","X2013.09",17.11,"2013","09","17.11",17.11
"575","Taxes Payable","X2013.09",NA,"2013","09","",NA
"576","Accrued Liabilities","X2013.09",NA,"2013","09","",NA
"577","Other Short-Term Liabilities","X2013.09",NA,"2013","09","",NA
"578","Total Current Liabilities","X2013.09",NA,"2013","09","",NA
"579","Long-Term Debt","X2013.09",0.93,"2013","09","0.93",0.93
"580","Other Long-Term Liabilities","X2013.09",NA,"2013","09","",NA
"581","Total Liabilities","X2013.09",93.52,"2013","09","93.52",93.52
"582","Total Stockholders' Equity","X2013.09",6.48,"2013","09","6.48",6.48
"583","Total Liabilities & Equity","X2013.09",100,"2013","09","100.00",100
"584","Current Ratio","X2013.09",NA,"2013","09","",NA
"585","Quick Ratio","X2013.09",NA,"2013","09","",NA
"586","Financial Leverage","X2013.09",15.73,"2013","09","15.73",15.73
"587","Debt/Equity","X2013.09",0.15,"2013","09","0.15",0.15
"588","Days Sales Outstanding","X2013.09",NA,"2013","09","",NA
"589","Days Inventory","X2013.09",NA,"2013","09","",NA
"590","Payables Period","X2013.09",NA,"2013","09","",NA
"591","Cash Conversion Cycle","X2013.09",NA,"2013","09","",NA
"592","Receivables Turnover","X2013.09",NA,"2013","09","",NA
"593","Inventory Turnover","X2013.09",NA,"2013","09","",NA
"594","Fixed Assets Turnover","X2013.09",8.62,"2013","09","8.62",8.62
"595","Asset Turnover","X2013.09",0.03,"2013","09","0.03",0.03
"596","Revenue AUD Mil","X2014.09",20054000000,"2014","09","20,054",20054
"597","Gross Margin %","X2014.09",NA,"2014","09","",NA
"598","Operating Income AUD Mil","X2014.09",10308000000,"2014","09","10,308",10308
"599","Operating Margin %","X2014.09",0.514,"2014","09","51.4",51.4
"600","Net Income AUD Mil","X2014.09",7271000000,"2014","09","7,271",7271
"601","Earnings Per Share AUD","X2014.09",2.57,"2014","09","2.57",2.57
"602","Dividends AUD","X2014.09",2.49,"2014","09","2.49",2.49
"603","Payout Ratio % *","X2014.09",0.98,"2014","09","98.0",98
"604","Shares Mil","X2014.09",2827000000,"2014","09","2,827",2827
"605","Book Value Per Share * AUD","X2014.09",16.72,"2014","09","16.72",16.72
"606","Operating Cash Flow AUD Mil","X2014.09",5643000000,"2014","09","5,643",5643
"607","Cap Spending AUD Mil","X2014.09",-370000000,"2014","09","-370",-370
"608","Free Cash Flow AUD Mil","X2014.09",5273000000,"2014","09","5,273",5273
"609","Free Cash Flow Per Share * AUD","X2014.09",-1.15,"2014","09","-1.15",-1.15
"610","Working Capital AUD Mil","X2014.09",NA,"2014","09","",NA
"611","Revenue","X2014.09",100,"2014","09","100.00",100
"612","COGS","X2014.09",NA,"2014","09","",NA
"613","Gross Margin","X2014.09",NA,"2014","09","",NA
"614","SG&A","X2014.09",27.95,"2014","09","27.95",27.95
"615","R&D","X2014.09",NA,"2014","09","",NA
"616","Other","X2014.09",15.73,"2014","09","15.73",15.73
"617","Operating Margin","X2014.09",51.4,"2014","09","51.40",51.4
"618","Net Int Inc & Other","X2014.09",-4.92,"2014","09","-4.92",-4.92
"619","EBT Margin","X2014.09",51.4,"2014","09","51.40",51.4
"620","Tax Rate %","X2014.09",0.2935,"2014","09","29.35",29.35
"621","Net Margin %","X2014.09",0.3623,"2014","09","36.23",36.23
"622","Asset Turnover (Average)","X2014.09",0.03,"2014","09","0.03",0.03
"623","Return on Assets %","X2014.09",0.0099,"2014","09","0.99",0.99
"624","Financial Leverage (Average)","X2014.09",15.97,"2014","09","15.97",15.97
"625","Return on Equity %","X2014.09",0.1562,"2014","09","15.62",15.62
"626","Return on Invested Capital %","X2014.09",NA,"2014","09","",NA
"627","Interest Coverage","X2014.09",NA,"2014","09","",NA
"628","Year over Year","X2014.09",8.72,"2014","09","8.72",8.72
"629","3-Year Average","X2014.09",5.8,"2014","09","5.80",5.8
"630","5-Year Average","X2014.09",7.64,"2014","09","7.64",7.64
"631","10-Year Average","X2014.09",9.31,"2014","09","9.31",9.31
"632","Year over Year","X2014.09",14.25,"2014","09","14.25",14.25
"633","3-Year Average","X2014.09",10.35,"2014","09","10.35",10.35
"634","5-Year Average","X2014.09",18.67,"2014","09","18.67",18.67
"635","10-Year Average","X2014.09",9.96,"2014","09","9.96",9.96
"636","Year over Year","X2014.09",15.93,"2014","09","15.93",15.93
"637","3-Year Average","X2014.09",10.73,"2014","09","10.73",10.73
"638","5-Year Average","X2014.09",19.83,"2014","09","19.83",19.83
"639","10-Year Average","X2014.09",9.95,"2014","09","9.95",9.95
"640","Year over Year","X2014.09",14.53,"2014","09","14.53",14.53
"641","3-Year Average","X2014.09",8.94,"2014","09","8.94",8.94
"642","5-Year Average","X2014.09",14.67,"2014","09","14.67",14.67
"643","10-Year Average","X2014.09",5.55,"2014","09","5.55",5.55
"644","Operating Cash Flow Growth % YOY","X2014.09",NA,"2014","09","",NA
"645","Free Cash Flow Growth % YOY","X2014.09",NA,"2014","09","",NA
"646","Cap Ex as a % of Sales","X2014.09",0.0185,"2014","09","1.85",1.85
"647","Free Cash Flow/Sales %","X2014.09",0.2629,"2014","09","26.29",26.29
"648","Free Cash Flow/Net Income","X2014.09",0.73,"2014","09","0.73",0.73
"649","Cash & Short-Term Investments","X2014.09",3.14,"2014","09","3.14",3.14
"650","Accounts Receivable","X2014.09",NA,"2014","09","",NA
"651","Inventory","X2014.09",NA,"2014","09","",NA
"652","Other Current Assets","X2014.09",NA,"2014","09","",NA
"653","Total Current Assets","X2014.09",NA,"2014","09","",NA
"654","Net PP&E","X2014.09",0.28,"2014","09","0.28",0.28
"655","Intangibles","X2014.09",1.03,"2014","09","1.03",1.03
"656","Other Long-Term Assets","X2014.09",NA,"2014","09","",NA
"657","Total Assets","X2014.09",100,"2014","09","100.00",100
"658","Accounts Payable","X2014.09",1.42,"2014","09","1.42",1.42
"659","Short-Term Debt","X2014.09",2.14,"2014","09","2.14",2.14
"660","Taxes Payable","X2014.09",NA,"2014","09","",NA
"661","Accrued Liabilities","X2014.09",NA,"2014","09","",NA
"662","Other Short-Term Liabilities","X2014.09",NA,"2014","09","",NA
"663","Total Current Liabilities","X2014.09",NA,"2014","09","",NA
"664","Long-Term Debt","X2014.09",1.76,"2014","09","1.76",1.76
"665","Other Long-Term Liabilities","X2014.09",NA,"2014","09","",NA
"666","Total Liabilities","X2014.09",93.63,"2014","09","93.63",93.63
"667","Total Stockholders' Equity","X2014.09",6.37,"2014","09","6.37",6.37
"668","Total Liabilities & Equity","X2014.09",100,"2014","09","100.00",100
"669","Current Ratio","X2014.09",NA,"2014","09","",NA
"670","Quick Ratio","X2014.09",NA,"2014","09","",NA
"671","Financial Leverage","X2014.09",15.97,"2014","09","15.97",15.97
"672","Debt/Equity","X2014.09",0.28,"2014","09","0.28",0.28
"673","Days Sales Outstanding","X2014.09",NA,"2014","09","",NA
"674","Days Inventory","X2014.09",NA,"2014","09","",NA
"675","Payables Period","X2014.09",NA,"2014","09","",NA
"676","Cash Conversion Cycle","X2014.09",NA,"2014","09","",NA
"677","Receivables Turnover","X2014.09",NA,"2014","09","",NA
"678","Inventory Turnover","X2014.09",NA,"2014","09","",NA
"679","Fixed Assets Turnover","X2014.09",9.23,"2014","09","9.23",9.23
"680","Asset Turnover","X2014.09",0.03,"2014","09","0.03",0.03
"681","Revenue AUD Mil","X2015.09",21071000000,"2015","09","21,071",21071
"682","Gross Margin %","X2015.09",NA,"2015","09","",NA
"683","Operating Income AUD Mil","X2015.09",10533000000,"2015","09","10,533",10533
"684","Operating Margin %","X2015.09",0.5,"2015","09","50.0",50
"685","Net Income AUD Mil","X2015.09",7493000000,"2015","09","7,493",7493
"686","Earnings Per Share AUD","X2015.09",2.57,"2015","09","2.57",2.57
"687","Dividends AUD","X2015.09",2.59,"2015","09","2.59",2.59
"688","Payout Ratio % *","X2015.09",0.973,"2015","09","97.3",97.3
"689","Shares Mil","X2015.09",2913000000,"2015","09","2,913",2913
"690","Book Value Per Share * AUD","X2015.09",17.9,"2015","09","17.90",17.9
"691","Operating Cash Flow AUD Mil","X2015.09",21476000000,"2015","09","21,476",21476
"692","Cap Spending AUD Mil","X2015.09",-321000000,"2015","09","-321",-321
"693","Free Cash Flow AUD Mil","X2015.09",21155000000,"2015","09","21,155",21155
"694","Free Cash Flow Per Share * AUD","X2015.09",5.32,"2015","09","5.32",5.32
"695","Working Capital AUD Mil","X2015.09",NA,"2015","09","",NA
"696","Revenue","X2015.09",100,"2015","09","100.00",100
"697","COGS","X2015.09",NA,"2015","09","",NA
"698","Gross Margin","X2015.09",NA,"2015","09","",NA
"699","SG&A","X2015.09",29.03,"2015","09","29.03",29.03
"700","R&D","X2015.09",NA,"2015","09","",NA
"701","Other","X2015.09",15.39,"2015","09","15.39",15.39
"702","Operating Margin","X2015.09",49.99,"2015","09","49.99",49.99
"703","Net Int Inc & Other","X2015.09",-5.6,"2015","09","-5.60",-5.6
"704","EBT Margin","X2015.09",49.99,"2015","09","49.99",49.99
"705","Tax Rate %","X2015.09",0.2873,"2015","09","28.73",28.73
"706","Net Margin %","X2015.09",0.3556,"2015","09","35.56",35.56
"707","Asset Turnover (Average)","X2015.09",0.03,"2015","09","0.03",0.03
"708","Return on Assets %","X2015.09",0.009,"2015","09","0.90",0.9
"709","Financial Leverage (Average)","X2015.09",15.54,"2015","09","15.54",15.54
"710","Return on Equity %","X2015.09",0.1419,"2015","09","14.19",14.19
"711","Return on Invested Capital %","X2015.09",NA,"2015","09","",NA
"712","Interest Coverage","X2015.09",NA,"2015","09","",NA
"713","Year over Year","X2015.09",5.07,"2015","09","5.07",5.07
"714","3-Year Average","X2015.09",5.96,"2015","09","5.96",5.96
"715","5-Year Average","X2015.09",5.42,"2015","09","5.42",5.42
"716","10-Year Average","X2015.09",8.45,"2015","09","8.45",8.45
"717","Year over Year","X2015.09",2.18,"2015","09","2.18",2.18
"718","3-Year Average","X2015.09",9.63,"2015","09","9.63",9.63
"719","5-Year Average","X2015.09",9.8,"2015","09","9.80",9.8
"720","10-Year Average","X2015.09",9.49,"2015","09","9.49",9.49
"721","Year over Year","X2015.09",3.05,"2015","09","3.05",3.05
"722","3-Year Average","X2015.09",9.8,"2015","09","9.80",9.8
"723","5-Year Average","X2015.09",10.73,"2015","09","10.73",10.73
"724","10-Year Average","X2015.09",9.52,"2015","09","9.52",9.52
"725","Year over Year","X2015.09",0.08,"2015","09","0.08",0.08
"726","3-Year Average","X2015.09",7.75,"2015","09","7.75",7.75
"727","5-Year Average","X2015.09",8.06,"2015","09","8.06",8.06
"728","10-Year Average","X2015.09",5.03,"2015","09","5.03",5.03
"729","Operating Cash Flow Growth % YOY","X2015.09",NA,"2015","09","",NA
"730","Free Cash Flow Growth % YOY","X2015.09",NA,"2015","09","",NA
"731","Cap Ex as a % of Sales","X2015.09",0.0152,"2015","09","1.52",1.52
"732","Free Cash Flow/Sales %","X2015.09",1.004,"2015","09","100.40",100.4
"733","Free Cash Flow/Net Income","X2015.09",2.82,"2015","09","2.82",2.82
"734","Cash & Short-Term Investments","X2015.09",4.9,"2015","09","4.90",4.9
"735","Accounts Receivable","X2015.09",NA,"2015","09","",NA
"736","Inventory","X2015.09",NA,"2015","09","",NA
"737","Other Current Assets","X2015.09",NA,"2015","09","",NA
"738","Total Current Assets","X2015.09",NA,"2015","09","",NA
"739","Net PP&E","X2015.09",0.25,"2015","09","0.25",0.25
"740","Intangibles","X2015.09",0.93,"2015","09","0.93",0.93
"741","Other Long-Term Assets","X2015.09",NA,"2015","09","",NA
"742","Total Assets","X2015.09",100,"2015","09","100.00",100
"743","Accounts Payable","X2015.09",1.16,"2015","09","1.16",1.16
"744","Short-Term Debt","X2015.09",2.76,"2015","09","2.76",2.76
"745","Taxes Payable","X2015.09",NA,"2015","09","",NA
"746","Accrued Liabilities","X2015.09",NA,"2015","09","",NA
"747","Other Short-Term Liabilities","X2015.09",NA,"2015","09","",NA
"748","Total Current Liabilities","X2015.09",NA,"2015","09","",NA
"749","Long-Term Debt","X2015.09",1.91,"2015","09","1.91",1.91
"750","Other Long-Term Liabilities","X2015.09",NA,"2015","09","",NA
"751","Total Liabilities","X2015.09",93.57,"2015","09","93.57",93.57
"752","Total Stockholders' Equity","X2015.09",6.43,"2015","09","6.43",6.43
"753","Total Liabilities & Equity","X2015.09",100,"2015","09","100.00",100
"754","Current Ratio","X2015.09",NA,"2015","09","",NA
"755","Quick Ratio","X2015.09",NA,"2015","09","",NA
"756","Financial Leverage","X2015.09",15.54,"2015","09","15.54",15.54
"757","Debt/Equity","X2015.09",0.3,"2015","09","0.30",0.3
"758","Days Sales Outstanding","X2015.09",NA,"2015","09","",NA
"759","Days Inventory","X2015.09",NA,"2015","09","",NA
"760","Payables Period","X2015.09",NA,"2015","09","",NA
"761","Cash Conversion Cycle","X2015.09",NA,"2015","09","",NA
"762","Receivables Turnover","X2015.09",NA,"2015","09","",NA
"763","Inventory Turnover","X2015.09",NA,"2015","09","",NA
"764","Fixed Assets Turnover","X2015.09",9.57,"2015","09","9.57",9.57
"765","Asset Turnover","X2015.09",0.03,"2015","09","0.03",0.03
"766","Revenue AUD Mil","X2016.09",20529000000,"2016","09","20,529",20529
"767","Gross Margin %","X2016.09",NA,"2016","09","",NA
"768","Operating Income AUD Mil","X2016.09",8178000000,"2016","09","8,178",8178
"769","Operating Margin %","X2016.09",0.398,"2016","09","39.8",39.8
"770","Net Income AUD Mil","X2016.09",5709000000,"2016","09","5,709",5709
"771","Earnings Per Share AUD","X2016.09",1.89,"2016","09","1.89",1.89
"772","Dividends AUD","X2016.09",2.5,"2016","09","2.50",2.5
"773","Payout Ratio % *","X2016.09",1.163,"2016","09","116.3",116.3
"774","Shares Mil","X2016.09",3016000000,"2016","09","3,016",3016
"775","Book Value Per Share * AUD","X2016.09",19.25,"2016","09","19.25",19.25
"776","Operating Cash Flow AUD Mil","X2016.09",10841000000,"2016","09","10,841",10841
"777","Cap Spending AUD Mil","X2016.09",-337000000,"2016","09","-337",-337
"778","Free Cash Flow AUD Mil","X2016.09",10504000000,"2016","09","10,504",10504
"779","Free Cash Flow Per Share * AUD","X2016.09",4.39,"2016","09","4.39",4.39
"780","Working Capital AUD Mil","X2016.09",NA,"2016","09","",NA
"781","Revenue","X2016.09",100,"2016","09","100.00",100
"782","COGS","X2016.09",NA,"2016","09","",NA
"783","Gross Margin","X2016.09",NA,"2016","09","",NA
"784","SG&A","X2016.09",30.38,"2016","09","30.38",30.38
"785","R&D","X2016.09",NA,"2016","09","",NA
"786","Other","X2016.09",20.39,"2016","09","20.39",20.39
"787","Operating Margin","X2016.09",39.84,"2016","09","39.84",39.84
"788","Net Int Inc & Other","X2016.09",-9.4,"2016","09","-9.40",-9.4
"789","EBT Margin","X2016.09",39.84,"2016","09","39.84",39.84
"790","Tax Rate %","X2016.09",0.3006,"2016","09","30.06",30.06
"791","Net Margin %","X2016.09",0.2781,"2016","09","27.81",27.81
"792","Asset Turnover (Average)","X2016.09",0.02,"2016","09","0.02",0.02
"793","Return on Assets %","X2016.09",0.0063,"2016","09","0.63",0.63
"794","Financial Leverage (Average)","X2016.09",15.82,"2016","09","15.82",15.82
"795","Return on Equity %","X2016.09",0.0992,"2016","09","9.92",9.92
"796","Return on Invested Capital %","X2016.09",NA,"2016","09","",NA
"797","Interest Coverage","X2016.09",NA,"2016","09","",NA
"798","Year over Year","X2016.09",-2.57,"2016","09","-2.57",-2.57
"799","3-Year Average","X2016.09",3.63,"2016","09","3.63",3.63
"800","5-Year Average","X2016.09",3.93,"2016","09","3.93",3.93
"801","10-Year Average","X2016.09",7.52,"2016","09","7.52",7.52
"802","Year over Year","X2016.09",-22.36,"2016","09","-22.36",-22.36
"803","3-Year Average","X2016.09",-3.22,"2016","09","-3.22",-3.22
"804","5-Year Average","X2016.09",1.29,"2016","09","1.29",1.29
"805","10-Year Average","X2016.09",4.6,"2016","09","4.60",4.6
"806","Year over Year","X2016.09",-23.81,"2016","09","-23.81",-23.81
"807","3-Year Average","X2016.09",-3.09,"2016","09","-3.09",-3.09
