"","metric","variable","value","year","month","raw_value","untrans_value"
"403","Accounts Payable","X2011.09",NA,"2011","09","",NA
"404","Short-Term Debt","X2011.09",23.45,"2011","09","23.45",23.45
"405","Taxes Payable","X2011.09",NA,"2011","09","",NA
"406","Accrued Liabilities","X2011.09",NA,"2011","09","",NA
"407","Other Short-Term Liabilities","X2011.09",NA,"2011","09","",NA
"408","Total Current Liabilities","X2011.09",NA,"2011","09","",NA
"409","Long-Term Debt","X2011.09",NA,"2011","09","",NA
"410","Other Long-Term Liabilities","X2011.09",NA,"2011","09","",NA
"411","Total Liabilities","X2011.09",94.41,"2011","09","94.41",94.41
"412","Total Stockholders' Equity","X2011.09",5.59,"2011","09","5.59",5.59
"413","Total Liabilities & Equity","X2011.09",100,"2011","09","100.00",100
"414","Current Ratio","X2011.09",NA,"2011","09","",NA
"415","Quick Ratio","X2011.09",NA,"2011","09","",NA
"416","Financial Leverage","X2011.09",19.04,"2011","09","19.04",19.04
"417","Debt/Equity","X2011.09",NA,"2011","09","",NA
"418","Days Sales Outstanding","X2011.09",NA,"2011","09","",NA
"419","Days Inventory","X2011.09",NA,"2011","09","",NA
"420","Payables Period","X2011.09",NA,"2011","09","",NA
"421","Cash Conversion Cycle","X2011.09",NA,"2011","09","",NA
"422","Receivables Turnover","X2011.09",NA,"2011","09","",NA
"423","Inventory Turnover","X2011.09",NA,"2011","09","",NA
"424","Fixed Assets Turnover","X2011.09",9.11,"2011","09","9.11",9.11
"425","Asset Turnover","X2011.09",0.02,"2011","09","0.02",0.02
"426","Revenue AUD Mil","X2012.09",26369000000,"2012","09","26,369",26369
"427","Gross Margin %","X2012.09",NA,"2012","09","",NA
"428","Operating Income AUD Mil","X2012.09",6159000000,"2012","09","6,159",6159
"429","Operating Margin %","X2012.09",0.234,"2012","09","23.4",23.4
"430","Net Income AUD Mil","X2012.09",4082000000,"2012","09","4,082",4082
"431","Earnings Per Share AUD","X2012.09",1.72,"2012","09","1.72",1.72
"432","Dividends AUD","X2012.09",2.51,"2012","09","2.51",2.51
"433","Payout Ratio % *","X2012.09",0.999,"2012","09","99.9",99.9
"434","Shares Mil","X2012.09",2232000000,"2012","09","2,232",2232
"435","Book Value Per Share * AUD","X2012.09",17.4,"2012","09","17.40",17.4
"436","Operating Cash Flow AUD Mil","X2012.09",-2547000000,"2012","09","-2,547",-2547
"437","Cap Spending AUD Mil","X2012.09",-946000000,"2012","09","-946",-946
"438","Free Cash Flow AUD Mil","X2012.09",-3493000000,"2012","09","-3,493",-3493
"439","Free Cash Flow Per Share * AUD","X2012.09",3.73,"2012","09","3.73",3.73
"440","Working Capital AUD Mil","X2012.09",NA,"2012","09","",NA
"441","Revenue","X2012.09",100,"2012","09","100.00",100
"442","COGS","X2012.09",NA,"2012","09","",NA
"443","Gross Margin","X2012.09",NA,"2012","09","",NA
"444","SG&A","X2012.09",21.53,"2012","09","21.53",21.53
"445","R&D","X2012.09",NA,"2012","09","",NA
"446","Other","X2012.09",44.75,"2012","09","44.75",44.75
"447","Operating Margin","X2012.09",23.36,"2012","09","23.36",23.36
"448","Net Int Inc & Other","X2012.09",-10.37,"2012","09","-10.37",-10.37
"449","EBT Margin","X2012.09",23.36,"2012","09","23.36",23.36
"450","Tax Rate %","X2012.09",0.3371,"2012","09","33.71",33.71
"451","Net Margin %","X2012.09",0.1455,"2012","09","14.55",14.55
"452","Asset Turnover (Average)","X2012.09",0.03,"2012","09","0.03",0.03
"453","Return on Assets %","X2012.09",0.0051,"2012","09","0.51",0.51
"454","Financial Leverage (Average)","X2012.09",18.53,"2012","09","18.53",18.53
"455","Return on Equity %","X2012.09",0.095,"2012","09","9.50",9.5
"456","Return on Invested Capital %","X2012.09",NA,"2012","09","",NA
"457","Interest Coverage","X2012.09",NA,"2012","09","",NA
"458","Year over Year","X2012.09",56.56,"2012","09","56.56",56.56
"459","3-Year Average","X2012.09",16.27,"2012","09","16.27",16.27
"460","5-Year Average","X2012.09",2.56,"2012","09","2.56",2.56
"461","10-Year Average","X2012.09",6.21,"2012","09","6.21",6.21
"462","Year over Year","X2012.09",-8.46,"2012","09","-8.46",-8.46
"463","3-Year Average","X2012.09",7.32,"2012","09","7.32",7.32
"464","5-Year Average","X2012.09",-4.68,"2012","09","-4.68",-4.68
"465","10-Year Average","X2012.09",3.56,"2012","09","3.56",3.56
"466","Year over Year","X2012.09",-21.79,"2012","09","-21.79",-21.79
"467","3-Year Average","X2012.09",16.39,"2012","09","16.39",16.39
"468","5-Year Average","X2012.09",-2.27,"2012","09","-2.27",-2.27
"469","10-Year Average","X2012.09",1.93,"2012","09","1.93",1.93
"470","Year over Year","X2012.09",-24.67,"2012","09","-24.67",-24.67
"471","3-Year Average","X2012.09",12.5,"2012","09","12.50",12.5
"472","5-Year Average","X2012.09",-8.26,"2012","09","-8.26",-8.26
"473","10-Year Average","X2012.09",-1.48,"2012","09","-1.48",-1.48
"474","Operating Cash Flow Growth % YOY","X2012.09",NA,"2012","09","",NA
"475","Free Cash Flow Growth % YOY","X2012.09",NA,"2012","09","",NA
"476","Cap Ex as a % of Sales","X2012.09",0.0359,"2012","09","3.59",3.59
"477","Free Cash Flow/Sales %","X2012.09",-0.1325,"2012","09","-13.25",-13.25
"478","Free Cash Flow/Net Income","X2012.09",-0.86,"2012","09","-0.86",-0.86
"479","Cash & Short-Term Investments","X2012.09",8.76,"2012","09","8.76",8.76
"480","Accounts Receivable","X2012.09",NA,"2012","09","",NA
"481","Inventory","X2012.09",NA,"2012","09","",NA
"482","Other Current Assets","X2012.09",NA,"2012","09","",NA
"483","Total Current Assets","X2012.09",NA,"2012","09","",NA
"484","Net PP&E","X2012.09",0.25,"2012","09","0.25",0.25
"485","Intangibles","X2012.09",0.93,"2012","09","0.93",0.93
"486","Other Long-Term Assets","X2012.09",NA,"2012","09","",NA
"487","Total Assets","X2012.09",100,"2012","09","100.00",100
"488","Accounts Payable","X2012.09",NA,"2012","09","",NA
"489","Short-Term Debt","X2012.09",21.41,"2012","09","21.41",21.41
"490","Taxes Payable","X2012.09",NA,"2012","09","",NA
"491","Accrued Liabilities","X2012.09",NA,"2012","09","",NA
"492","Other Short-Term Liabilities","X2012.09",NA,"2012","09","",NA
"493","Total Current Liabilities","X2012.09",NA,"2012","09","",NA
"494","Long-Term Debt","X2012.09",NA,"2012","09","",NA
"495","Other Long-Term Liabilities","X2012.09",NA,"2012","09","",NA
"496","Total Liabilities","X2012.09",94.27,"2012","09","94.27",94.27
"497","Total Stockholders' Equity","X2012.09",5.73,"2012","09","5.73",5.73
"498","Total Liabilities & Equity","X2012.09",100,"2012","09","100.00",100
"499","Current Ratio","X2012.09",NA,"2012","09","",NA
"500","Quick Ratio","X2012.09",NA,"2012","09","",NA
"501","Financial Leverage","X2012.09",18.53,"2012","09","18.53",18.53
"502","Debt/Equity","X2012.09",NA,"2012","09","",NA
"503","Days Sales Outstanding","X2012.09",NA,"2012","09","",NA
"504","Days Inventory","X2012.09",NA,"2012","09","",NA
"505","Payables Period","X2012.09",NA,"2012","09","",NA
"506","Cash Conversion Cycle","X2012.09",NA,"2012","09","",NA
"507","Receivables Turnover","X2012.09",NA,"2012","09","",NA
"508","Inventory Turnover","X2012.09",NA,"2012","09","",NA
"509","Fixed Assets Turnover","X2012.09",13.81,"2012","09","13.81",13.81
"510","Asset Turnover","X2012.09",0.03,"2012","09","0.03",0.03
"511","Revenue AUD Mil","X2013.09",30846000000,"2013","09","30,846",30846
"512","Gross Margin %","X2013.09",NA,"2013","09","",NA
"513","Operating Income AUD Mil","X2013.09",8201000000,"2013","09","8,201",8201
"514","Operating Margin %","X2013.09",0.266,"2013","09","26.6",26.6
"515","Net Income AUD Mil","X2013.09",5452000000,"2013","09","5,452",5452
"516","Earnings Per Share AUD","X2013.09",2.24,"2013","09","2.24",2.24
"517","Dividends AUD","X2013.09",2.58,"2013","09","2.58",2.58
"518","Payout Ratio % *","X2013.09",1.458,"2013","09","145.8",145.8
"519","Shares Mil","X2013.09",2419000000,"2013","09","2,419",2419
"520","Book Value Per Share * AUD","X2013.09",17.69,"2013","09","17.69",17.69
"521","Operating Cash Flow AUD Mil","X2013.09",1164000000,"2013","09","1,164",1164
"522","Cap Spending AUD Mil","X2013.09",-1232000000,"2013","09","-1,232",-1232
"523","Free Cash Flow AUD Mil","X2013.09",-68000000,"2013","09","-68",-68
"524","Free Cash Flow Per Share * AUD","X2013.09",-1.5,"2013","09","-1.50",-1.5
"525","Working Capital AUD Mil","X2013.09",NA,"2013","09","",NA
"526","Revenue","X2013.09",100,"2013","09","100.00",100
"527","COGS","X2013.09",NA,"2013","09","",NA
"528","Gross Margin","X2013.09",NA,"2013","09","",NA
"529","SG&A","X2013.09",17.91,"2013","09","17.91",17.91
"530","R&D","X2013.09",NA,"2013","09","",NA
"531","Other","X2013.09",49.64,"2013","09","49.64",49.64
"532","Operating Margin","X2013.09",26.59,"2013","09","26.59",26.59
"533","Net Int Inc & Other","X2013.09",-5.87,"2013","09","-5.87",-5.87
"534","EBT Margin","X2013.09",26.59,"2013","09","26.59",26.59
"535","Tax Rate %","X2013.09",0.3342,"2013","09","33.42",33.42
"536","Net Margin %","X2013.09",0.1759,"2013","09","17.59",17.59
"537","Asset Turnover (Average)","X2013.09",0.04,"2013","09","0.04",0.04
"538","Return on Assets %","X2013.09",0.0069,"2013","09","0.69",0.69
"539","Financial Leverage (Average)","X2013.09",19.24,"2013","09","19.24",19.24
"540","Return on Equity %","X2013.09",0.1304,"2013","09","13.04",13.04
"541","Return on Invested Capital %","X2013.09",NA,"2013","09","",NA
"542","Interest Coverage","X2013.09",NA,"2013","09","",NA
"543","Year over Year","X2013.09",16.98,"2013","09","16.98",16.98
"544","3-Year Average","X2013.09",13.2,"2013","09","13.20",13.2
"545","5-Year Average","X2013.09",4.5,"2013","09","4.50",4.5
"546","10-Year Average","X2013.09",9.27,"2013","09","9.27",9.27
"547","Year over Year","X2013.09",33.15,"2013","09","33.15",33.15
"548","3-Year Average","X2013.09",13.05,"2013","09","13.05",13.05
"549","5-Year Average","X2013.09",21.11,"2013","09","21.11",21.11
"550","10-Year Average","X2013.09",3.84,"2013","09","3.84",3.84
"551","Year over Year","X2013.09",33.56,"2013","09","33.56",33.56
"552","3-Year Average","X2013.09",8.88,"2013","09","8.88",8.88
"553","5-Year Average","X2013.09",3.75,"2013","09","3.75",3.75
"554","10-Year Average","X2013.09",3.26,"2013","09","3.26",3.26
"555","Year over Year","X2013.09",30.45,"2013","09","30.45",30.45
"556","3-Year Average","X2013.09",6.08,"2013","09","6.08",6.08
"557","5-Year Average","X2013.09",-2.7,"2013","09","-2.70",-2.7
"558","10-Year Average","X2013.09",-0.68,"2013","09","-0.68",-0.68
"559","Operating Cash Flow Growth % YOY","X2013.09",NA,"2013","09","",NA
"560","Free Cash Flow Growth % YOY","X2013.09",NA,"2013","09","",NA
"561","Cap Ex as a % of Sales","X2013.09",0.0399,"2013","09","3.99",3.99
"562","Free Cash Flow/Sales %","X2013.09",-0.0022,"2013","09","-0.22",-0.22
"563","Free Cash Flow/Net Income","X2013.09",-0.01,"2013","09","-0.01",-0.01
"564","Cash & Short-Term Investments","X2013.09",9.75,"2013","09","9.75",9.75
"565","Accounts Receivable","X2013.09",NA,"2013","09","",NA
"566","Inventory","X2013.09",NA,"2013","09","",NA
"567","Other Current Assets","X2013.09",NA,"2013","09","",NA
"568","Total Current Assets","X2013.09",NA,"2013","09","",NA
"569","Net PP&E","X2013.09",0.25,"2013","09","0.25",0.25
"570","Intangibles","X2013.09",0.95,"2013","09","0.95",0.95
"571","Other Long-Term Assets","X2013.09",NA,"2013","09","",NA
"572","Total Assets","X2013.09",100,"2013","09","100.00",100
"573","Accounts Payable","X2013.09",NA,"2013","09","",NA
"574","Short-Term Debt","X2013.09",22.01,"2013","09","22.01",22.01
"575","Taxes Payable","X2013.09",NA,"2013","09","",NA
"576","Accrued Liabilities","X2013.09",NA,"2013","09","",NA
"577","Other Short-Term Liabilities","X2013.09",NA,"2013","09","",NA
"578","Total Current Liabilities","X2013.09",NA,"2013","09","",NA
"579","Long-Term Debt","X2013.09",NA,"2013","09","",NA
"580","Other Long-Term Liabilities","X2013.09",NA,"2013","09","",NA
"581","Total Liabilities","X2013.09",94.24,"2013","09","94.24",94.24
"582","Total Stockholders' Equity","X2013.09",5.76,"2013","09","5.76",5.76
"583","Total Liabilities & Equity","X2013.09",100,"2013","09","100.00",100
"584","Current Ratio","X2013.09",NA,"2013","09","",NA
"585","Quick Ratio","X2013.09",NA,"2013","09","",NA
"586","Financial Leverage","X2013.09",19.24,"2013","09","19.24",19.24
"587","Debt/Equity","X2013.09",NA,"2013","09","",NA
"588","Days Sales Outstanding","X2013.09",NA,"2013","09","",NA
"589","Days Inventory","X2013.09",NA,"2013","09","",NA
"590","Payables Period","X2013.09",NA,"2013","09","",NA
"591","Cash Conversion Cycle","X2013.09",NA,"2013","09","",NA
"592","Receivables Turnover","X2013.09",NA,"2013","09","",NA
"593","Inventory Turnover","X2013.09",NA,"2013","09","",NA
"594","Fixed Assets Turnover","X2013.09",15.84,"2013","09","15.84",15.84
"595","Asset Turnover","X2013.09",0.04,"2013","09","0.04",0.04
"596","Revenue AUD Mil","X2014.09",28301000000,"2014","09","28,301",28301
"597","Gross Margin %","X2014.09",NA,"2014","09","",NA
"598","Operating Income AUD Mil","X2014.09",7955000000,"2014","09","7,955",7955
"599","Operating Margin %","X2014.09",0.281,"2014","09","28.1",28.1
"600","Net Income AUD Mil","X2014.09",5295000000,"2014","09","5,295",5295
"601","Earnings Per Share AUD","X2014.09",2.15,"2014","09","2.15",2.15
"602","Dividends AUD","X2014.09",2.76,"2014","09","2.76",2.76
"603","Payout Ratio % *","X2014.09",1.149,"2014","09","114.9",114.9
"604","Shares Mil","X2014.09",2371000000,"2014","09","2,371",2371
"605","Book Value Per Share * AUD","X2014.09",17.94,"2014","09","17.94",17.94
"606","Operating Cash Flow AUD Mil","X2014.09",-7235000000,"2014","09","-7,235",-7235
"607","Cap Spending AUD Mil","X2014.09",-1243000000,"2014","09","-1,243",-1243
"608","Free Cash Flow AUD Mil","X2014.09",-8478000000,"2014","09","-8,478",-8478
"609","Free Cash Flow Per Share * AUD","X2014.09",-0.03,"2014","09","-0.03",-0.03
"610","Working Capital AUD Mil","X2014.09",NA,"2014","09","",NA
"611","Revenue","X2014.09",100,"2014","09","100.00",100
"612","COGS","X2014.09",NA,"2014","09","",NA
"613","Gross Margin","X2014.09",NA,"2014","09","",NA
"614","SG&A","X2014.09",20.65,"2014","09","20.65",20.65
"615","R&D","X2014.09",NA,"2014","09","",NA
"616","Other","X2014.09",48.22,"2014","09","48.22",48.22
"617","Operating Margin","X2014.09",28.11,"2014","09","28.11",28.11
"618","Net Int Inc & Other","X2014.09",-3.02,"2014","09","-3.02",-3.02
"619","EBT Margin","X2014.09",28.11,"2014","09","28.11",28.11
"620","Tax Rate %","X2014.09",0.334,"2014","09","33.40",33.4
"621","Net Margin %","X2014.09",0.1803,"2014","09","18.03",18.03
"622","Asset Turnover (Average)","X2014.09",0.03,"2014","09","0.03",0.03
"623","Return on Assets %","X2014.09",0.006,"2014","09","0.60",0.6
"624","Financial Leverage (Average)","X2014.09",20.28,"2014","09","20.28",20.28
"625","Return on Equity %","X2014.09",0.1192,"2014","09","11.92",11.92
"626","Return on Invested Capital %","X2014.09",NA,"2014","09","",NA
"627","Interest Coverage","X2014.09",NA,"2014","09","",NA
"628","Year over Year","X2014.09",-8.25,"2014","09","-8.25",-8.25
"629","3-Year Average","X2014.09",18.89,"2014","09","18.89",18.89
"630","5-Year Average","X2014.09",11.02,"2014","09","11.02",11.02
"631","10-Year Average","X2014.09",7.38,"2014","09","7.38",7.38
"632","Year over Year","X2014.09",-3,"2014","09","-3.00",-3
"633","3-Year Average","X2014.09",5.74,"2014","09","5.74",5.74
"634","5-Year Average","X2014.09",9.81,"2014","09","9.81",9.81
"635","10-Year Average","X2014.09",5.31,"2014","09","5.31",5.31
"636","Year over Year","X2014.09",-2.88,"2014","09","-2.88",-2.88
"637","3-Year Average","X2014.09",0.48,"2014","09","0.48",0.48
"638","5-Year Average","X2014.09",15.38,"2014","09","15.38",15.38
"639","10-Year Average","X2014.09",5.24,"2014","09","5.24",5.24
"640","Year over Year","X2014.09",-4.04,"2014","09","-4.04",-4.04
"641","3-Year Average","X2014.09",-1.94,"2014","09","-1.94",-1.94
"642","5-Year Average","X2014.09",12.25,"2014","09","12.25",12.25
"643","10-Year Average","X2014.09",1.08,"2014","09","1.08",1.08
"644","Operating Cash Flow Growth % YOY","X2014.09",NA,"2014","09","",NA
"645","Free Cash Flow Growth % YOY","X2014.09",NA,"2014","09","",NA
"646","Cap Ex as a % of Sales","X2014.09",0.0439,"2014","09","4.39",4.39
"647","Free Cash Flow/Sales %","X2014.09",-0.2996,"2014","09","-29.96",-29.96
"648","Free Cash Flow/Net Income","X2014.09",-1.6,"2014","09","-1.60",-1.6
"649","Cash & Short-Term Investments","X2014.09",5.2,"2014","09","5.20",5.2
"650","Accounts Receivable","X2014.09",NA,"2014","09","",NA
"651","Inventory","X2014.09",NA,"2014","09","",NA
"652","Other Current Assets","X2014.09",NA,"2014","09","",NA
"653","Total Current Assets","X2014.09",NA,"2014","09","",NA
"654","Net PP&E","X2014.09",0.22,"2014","09","0.22",0.22
"655","Intangibles","X2014.09",0.87,"2014","09","0.87",0.87
"656","Other Long-Term Assets","X2014.09",NA,"2014","09","",NA
"657","Total Assets","X2014.09",100,"2014","09","100.00",100
"658","Accounts Payable","X2014.09",NA,"2014","09","",NA
"659","Short-Term Debt","X2014.09",24.3,"2014","09","24.30",24.3
"660","Taxes Payable","X2014.09",NA,"2014","09","",NA
"661","Accrued Liabilities","X2014.09",NA,"2014","09","",NA
"662","Other Short-Term Liabilities","X2014.09",NA,"2014","09","",NA
"663","Total Current Liabilities","X2014.09",NA,"2014","09","",NA
"664","Long-Term Debt","X2014.09",NA,"2014","09","",NA
"665","Other Long-Term Liabilities","X2014.09",NA,"2014","09","",NA
"666","Total Liabilities","X2014.09",94.58,"2014","09","94.58",94.58
"667","Total Stockholders' Equity","X2014.09",5.42,"2014","09","5.42",5.42
"668","Total Liabilities & Equity","X2014.09",100,"2014","09","100.00",100
"669","Current Ratio","X2014.09",NA,"2014","09","",NA
"670","Quick Ratio","X2014.09",NA,"2014","09","",NA
"671","Financial Leverage","X2014.09",20.28,"2014","09","20.28",20.28
"672","Debt/Equity","X2014.09",NA,"2014","09","",NA
"673","Days Sales Outstanding","X2014.09",NA,"2014","09","",NA
"674","Days Inventory","X2014.09",NA,"2014","09","",NA
"675","Payables Period","X2014.09",NA,"2014","09","",NA
"676","Cash Conversion Cycle","X2014.09",NA,"2014","09","",NA
"677","Receivables Turnover","X2014.09",NA,"2014","09","",NA
"678","Inventory Turnover","X2014.09",NA,"2014","09","",NA
"679","Fixed Assets Turnover","X2014.09",14.35,"2014","09","14.35",14.35
"680","Asset Turnover","X2014.09",0.03,"2014","09","0.03",0.03
"681","Revenue AUD Mil","X2015.09",27213000000,"2015","09","27,213",27213
"682","Gross Margin %","X2015.09",NA,"2015","09","",NA
"683","Operating Income AUD Mil","X2015.09",9080000000,"2015","09","9,080",9080
"684","Operating Margin %","X2015.09",0.334,"2015","09","33.4",33.4
"685","Net Income AUD Mil","X2015.09",6338000000,"2015","09","6,338",6338
"686","Earnings Per Share AUD","X2015.09",2.45,"2015","09","2.45",2.45
"687","Dividends AUD","X2015.09",2.81,"2015","09","2.81",2.81
"688","Payout Ratio % *","X2015.09",1.282,"2015","09","128.2",128.2
"689","Shares Mil","X2015.09",2511000000,"2015","09","2,511",2511
"690","Book Value Per Share * AUD","X2015.09",17,"2015","09","17.00",17
"691","Operating Cash Flow AUD Mil","X2015.09",-13090000000,"2015","09","-13,090",-13090
"692","Cap Spending AUD Mil","X2015.09",-976000000,"2015","09","-976",-976
"693","Free Cash Flow AUD Mil","X2015.09",-14066000000,"2015","09","-14,066",-14066
"694","Free Cash Flow Per Share * AUD","X2015.09",-3.58,"2015","09","-3.58",-3.58
"695","Working Capital AUD Mil","X2015.09",NA,"2015","09","",NA
"696","Revenue","X2015.09",100,"2015","09","100.00",100
"697","COGS","X2015.09",NA,"2015","09","",NA
"698","Gross Margin","X2015.09",NA,"2015","09","",NA
"699","SG&A","X2015.09",21.52,"2015","09","21.52",21.52
"700","R&D","X2015.09",NA,"2015","09","",NA
"701","Other","X2015.09",42.02,"2015","09","42.02",42.02
"702","Operating Margin","X2015.09",33.37,"2015","09","33.37",33.37
"703","Net Int Inc & Other","X2015.09",-3.1,"2015","09","-3.10",-3.1
"704","EBT Margin","X2015.09",33.37,"2015","09","33.37",33.37
"705","Tax Rate %","X2015.09",0.2992,"2015","09","29.92",29.92
"706","Net Margin %","X2015.09",0.2265,"2015","09","22.65",22.65
"707","Asset Turnover (Average)","X2015.09",0.03,"2015","09","0.03",0.03
"708","Return on Assets %","X2015.09",0.0067,"2015","09","0.67",0.67
"709","Financial Leverage (Average)","X2015.09",18.3,"2015","09","18.30",18.3
"710","Return on Equity %","X2015.09",0.1287,"2015","09","12.87",12.87
"711","Return on Invested Capital %","X2015.09",NA,"2015","09","",NA
"712","Interest Coverage","X2015.09",NA,"2015","09","",NA
"713","Year over Year","X2015.09",-3.84,"2015","09","-3.84",-3.84
"714","3-Year Average","X2015.09",1.06,"2015","09","1.06",1.06
"715","5-Year Average","X2015.09",5.06,"2015","09","5.06",5.06
"716","10-Year Average","X2015.09",1.44,"2015","09","1.44",1.44
"717","Year over Year","X2015.09",14.14,"2015","09","14.14",14.14
"718","3-Year Average","X2015.09",13.81,"2015","09","13.81",13.81
"719","5-Year Average","X2015.09",9.85,"2015","09","9.85",9.85
"720","10-Year Average","X2015.09",3.34,"2015","09","3.34",3.34
"721","Year over Year","X2015.09",19.7,"2015","09","19.70",19.7
"722","3-Year Average","X2015.09",15.8,"2015","09","15.80",15.8
"723","5-Year Average","X2015.09",8.45,"2015","09","8.45",8.45
"724","10-Year Average","X2015.09",4.37,"2015","09","4.37",4.37
"725","Year over Year","X2015.09",14.02,"2015","09","14.02",14.02
"726","3-Year Average","X2015.09",12.59,"2015","09","12.59",12.59
"727","5-Year Average","X2015.09",5.48,"2015","09","5.48",5.48
"728","10-Year Average","X2015.09",0.03,"2015","09","0.03",0.03
"729","Operating Cash Flow Growth % YOY","X2015.09",NA,"2015","09","",NA
"730","Free Cash Flow Growth % YOY","X2015.09",NA,"2015","09","",NA
"731","Cap Ex as a % of Sales","X2015.09",0.0359,"2015","09","3.59",3.59
"732","Free Cash Flow/Sales %","X2015.09",-0.5169,"2015","09","-51.69",-51.69
"733","Free Cash Flow/Net Income","X2015.09",-2.22,"2015","09","-2.22",-2.22
"734","Cash & Short-Term Investments","X2015.09",6.1,"2015","09","6.10",6.1
"735","Accounts Receivable","X2015.09",NA,"2015","09","",NA
"736","Inventory","X2015.09",NA,"2015","09","",NA
"737","Other Current Assets","X2015.09",NA,"2015","09","",NA
"738","Total Current Assets","X2015.09",NA,"2015","09","",NA
"739","Net PP&E","X2015.09",0.18,"2015","09","0.18",0.18
"740","Intangibles","X2015.09",0.77,"2015","09","0.77",0.77
"741","Other Long-Term Assets","X2015.09",NA,"2015","09","",NA
"742","Total Assets","X2015.09",100,"2015","09","100.00",100
"743","Accounts Payable","X2015.09",NA,"2015","09","",NA
"744","Short-Term Debt","X2015.09",26.3,"2015","09","26.30",26.3
"745","Taxes Payable","X2015.09",NA,"2015","09","",NA
"746","Accrued Liabilities","X2015.09",NA,"2015","09","",NA
"747","Other Short-Term Liabilities","X2015.09",NA,"2015","09","",NA
"748","Total Current Liabilities","X2015.09",NA,"2015","09","",NA
"749","Long-Term Debt","X2015.09",NA,"2015","09","",NA
"750","Other Long-Term Liabilities","X2015.09",NA,"2015","09","",NA
"751","Total Liabilities","X2015.09",94.19,"2015","09","94.19",94.19
"752","Total Stockholders' Equity","X2015.09",5.81,"2015","09","5.81",5.81
"753","Total Liabilities & Equity","X2015.09",100,"2015","09","100.00",100
"754","Current Ratio","X2015.09",NA,"2015","09","",NA
"755","Quick Ratio","X2015.09",NA,"2015","09","",NA
"756","Financial Leverage","X2015.09",18.3,"2015","09","18.30",18.3
"757","Debt/Equity","X2015.09",NA,"2015","09","",NA
"758","Days Sales Outstanding","X2015.09",NA,"2015","09","",NA
"759","Days Inventory","X2015.09",NA,"2015","09","",NA
"760","Payables Period","X2015.09",NA,"2015","09","",NA
"761","Cash Conversion Cycle","X2015.09",NA,"2015","09","",NA
"762","Receivables Turnover","X2015.09",NA,"2015","09","",NA
"763","Inventory Turnover","X2015.09",NA,"2015","09","",NA
"764","Fixed Assets Turnover","X2015.09",14.74,"2015","09","14.74",14.74
"765","Asset Turnover","X2015.09",0.03,"2015","09","0.03",0.03
"766","Revenue AUD Mil","X2016.09",18122000000,"2016","09","18,122",18122
"767","Gross Margin %","X2016.09",NA,"2016","09","",NA
"768","Operating Income AUD Mil","X2016.09",8978000000,"2016","09","8,978",8978
"769","Operating Margin %","X2016.09",0.495,"2016","09","49.5",49.5
"770","Net Income AUD Mil","X2016.09",352000000,"2016","09","352",352
"771","Earnings Per Share AUD","X2016.09",0.09,"2016","09","0.09",0.09
"772","Dividends AUD","X2016.09",2.83,"2016","09","2.83",2.83
"773","Payout Ratio % *","X2016.09",1.149,"2016","09","114.9",114.9
"774","Shares Mil","X2016.09",2597000000,"2016","09","2,597",2597
"775","Book Value Per Share * AUD","X2016.09",19.71,"2016","09","19.71",19.71
"776","Operating Cash Flow AUD Mil","X2016.09",16195000000,"2016","09","16,195",16195
"777","Cap Spending AUD Mil","X2016.09",-875000000,"2016","09","-875",-875
"778","Free Cash Flow AUD Mil","X2016.09",15320000000,"2016","09","15,320",15320
"779","Free Cash Flow Per Share * AUD","X2016.09",-5.6,"2016","09","-5.60",-5.6
"780","Working Capital AUD Mil","X2016.09",NA,"2016","09","",NA
"781","Revenue","X2016.09",100,"2016","09","100.00",100
"782","COGS","X2016.09",NA,"2016","09","",NA
"783","Gross Margin","X2016.09",NA,"2016","09","",NA
"784","SG&A","X2016.09",33.11,"2016","09","33.11",33.11
"785","R&D","X2016.09",NA,"2016","09","",NA
"786","Other","X2016.09",12.86,"2016","09","12.86",12.86
"787","Operating Margin","X2016.09",49.54,"2016","09","49.54",49.54
"788","Net Int Inc & Other","X2016.09",-4.49,"2016","09","-4.49",-4.49
"789","EBT Margin","X2016.09",49.54,"2016","09","49.54",49.54
"790","Tax Rate %","X2016.09",0.2844,"2016","09","28.44",28.44
"791","Net Margin %","X2016.09",0.0126,"2016","09","1.26",1.26
"792","Asset Turnover (Average)","X2016.09",0.02,"2016","09","0.02",0.02
"793","Return on Assets %","X2016.09",0.0003,"2016","09","0.03",0.03
"794","Financial Leverage (Average)","X2016.09",15.16,"2016","09","15.16",15.16
"795","Return on Equity %","X2016.09",0.0044,"2016","09","0.44",0.44
"796","Return on Invested Capital %","X2016.09",NA,"2016","09","",NA
"797","Interest Coverage","X2016.09",NA,"2016","09","",NA
"798","Year over Year","X2016.09",-33.41,"2016","09","-33.41",-33.41
"799","3-Year Average","X2016.09",-16.25,"2016","09","-16.25",-16.25
"800","5-Year Average","X2016.09",1.47,"2016","09","1.47",1.47
"801","10-Year Average","X2016.09",-1.62,"2016","09","-1.62",-1.62
"802","Year over Year","X2016.09",-1.12,"2016","09","-1.12",-1.12
"803","3-Year Average","X2016.09",3.06,"2016","09","3.06",3.06
"804","5-Year Average","X2016.09",5.94,"2016","09","5.94",5.94
"805","10-Year Average","X2016.09",2.13,"2016","09","2.13",2.13
"806","Year over Year","X2016.09",-94.45,"2016","09","-94.45",-94.45
