"","metric","variable","value","year","month","raw_value","untrans_value"
"408","Total Current Liabilities","X2011.12",NA,"2011","12","",NA
"409","Long-Term Debt","X2011.12",NA,"2011","12","",NA
"410","Other Long-Term Liabilities","X2011.12",NA,"2011","12","",NA
"411","Total Liabilities","X2011.12",87.91,"2011","12","87.91",87.91
"412","Total Stockholders' Equity","X2011.12",12.09,"2011","12","12.09",12.09
"413","Total Liabilities & Equity","X2011.12",100,"2011","12","100.00",100
"414","Current Ratio","X2011.12",NA,"2011","12","",NA
"415","Quick Ratio","X2011.12",NA,"2011","12","",NA
"416","Financial Leverage","X2011.12",8.27,"2011","12","8.27",8.27
"417","Debt/Equity","X2011.12",NA,"2011","12","",NA
"418","Days Sales Outstanding","X2011.12",NA,"2011","12","",NA
"419","Days Inventory","X2011.12",NA,"2011","12","",NA
"420","Payables Period","X2011.12",NA,"2011","12","",NA
"421","Cash Conversion Cycle","X2011.12",NA,"2011","12","",NA
"422","Receivables Turnover","X2011.12",NA,"2011","12","",NA
"423","Inventory Turnover","X2011.12",NA,"2011","12","",NA
"424","Fixed Assets Turnover","X2011.12",18.93,"2011","12","18.93",18.93
"425","Asset Turnover","X2011.12",0.25,"2011","12","0.25",0.25
"426","Revenue CNY Mil","X2012.12",371485000000,"2012","12","371,485",371485
"427","Gross Margin %","X2012.12",NA,"2012","12","",NA
"428","Operating Income CNY Mil","X2012.12",10968000000,"2012","12","10,968",10968
"429","Operating Margin %","X2012.12",0.03,"2012","12","3.0",3
"430","Net Income CNY Mil","X2012.12",11061000000,"2012","12","11,061",11061
"431","Earnings Per Share CNY","X2012.12",1.95,"2012","12","1.95",1.95
"432","Dividends CNY","X2012.12",1.16,"2012","12","1.16",1.16
"433","Payout Ratio % *","X2012.12",0.595,"2012","12","59.5",59.5
"434","Shares Mil","X2012.12",5653000000,"2012","12","5,653",5653
"435","Book Value Per Share * CNY","X2012.12",6.27,"2012","12","6.27",6.27
"436","Operating Cash Flow CNY Mil","X2012.12",132182000000,"2012","12","132,182",132182
"437","Cap Spending CNY Mil","X2012.12",-5293000000,"2012","12","-5,293",-5293
"438","Free Cash Flow CNY Mil","X2012.12",126889000000,"2012","12","126,889",126889
"439","Free Cash Flow Per Share * CNY","X2012.12",3.6,"2012","12","3.60",3.6
"440","Working Capital CNY Mil","X2012.12",NA,"2012","12","",NA
"441","Revenue","X2012.12",100,"2012","12","100.00",100
"442","COGS","X2012.12",NA,"2012","12","",NA
"443","Gross Margin","X2012.12",NA,"2012","12","",NA
"444","SG&A","X2012.12",6.27,"2012","12","6.27",6.27
"445","R&D","X2012.12",NA,"2012","12","",NA
"446","Other","X2012.12",90.78,"2012","12","90.78",90.78
"447","Operating Margin","X2012.12",2.95,"2012","12","2.95",2.95
"448","Net Int Inc & Other","X2012.12",NA,"2012","12","",NA
"449","EBT Margin","X2012.12",2.95,"2012","12","2.95",2.95
"450","Tax Rate %","X2012.12",NA,"2012","12","",NA
"451","Net Margin %","X2012.12",0.0298,"2012","12","2.98",2.98
"452","Asset Turnover (Average)","X2012.12",0.21,"2012","12","0.21",0.21
"453","Return on Assets %","X2012.12",0.0064,"2012","12","0.64",0.64
"454","Financial Leverage (Average)","X2012.12",8.59,"2012","12","8.59",8.59
"455","Return on Equity %","X2012.12",0.0536,"2012","12","5.36",5.36
"456","Return on Invested Capital %","X2012.12",NA,"2012","12","",NA
"457","Interest Coverage","X2012.12",NA,"2012","12","",NA
"458","Year over Year","X2012.12",0.16,"2012","12","0.16",0.16
"459","3-Year Average","X2012.12",3.07,"2012","12","3.07",3.07
"460","5-Year Average","X2012.12",14.19,"2012","12","14.19",14.19
"461","10-Year Average","X2012.12",17.46,"2012","12","17.46",17.46
"462","Year over Year","X2012.12",-56.66,"2012","12","-56.66",-56.66
"463","3-Year Average","X2012.12",-42.19,"2012","12","-42.19",-42.19
"464","5-Year Average","X2012.12",-29.33,"2012","12","-29.33",-29.33
"465","10-Year Average","X2012.12",NA,"2012","12","",NA
"466","Year over Year","X2012.12",-39.66,"2012","12","-39.66",-39.66
"467","3-Year Average","X2012.12",-30.45,"2012","12","-30.45",-30.45
"468","5-Year Average","X2012.12",-22.3,"2012","12","-22.30",-22.3
"469","10-Year Average","X2012.12",NA,"2012","12","",NA
"470","Year over Year","X2012.12",-40,"2012","12","-40.00",-40
"471","3-Year Average","X2012.12",-30.47,"2012","12","-30.47",-30.47
"472","5-Year Average","X2012.12",-22.33,"2012","12","-22.33",-22.33
"473","10-Year Average","X2012.12",NA,"2012","12","",NA
"474","Operating Cash Flow Growth % YOY","X2012.12",-1.32,"2012","12","-132.00",-132
"475","Free Cash Flow Growth % YOY","X2012.12",-1.71,"2012","12","-171.00",-171
"476","Cap Ex as a % of Sales","X2012.12",0.0142,"2012","12","1.42",1.42
"477","Free Cash Flow/Sales %","X2012.12",0.3416,"2012","12","34.16",34.16
"478","Free Cash Flow/Net Income","X2012.12",11.47,"2012","12","11.47",11.47
"479","Cash & Short-Term Investments","X2012.12",37.42,"2012","12","37.42",37.42
"480","Accounts Receivable","X2012.12",0.46,"2012","12","0.46",0.46
"481","Inventory","X2012.12",NA,"2012","12","",NA
"482","Other Current Assets","X2012.12",NA,"2012","12","",NA
"483","Total Current Assets","X2012.12",NA,"2012","12","",NA
"484","Net PP&E","X2012.12",1.18,"2012","12","1.18",1.18
"485","Intangibles","X2012.12",NA,"2012","12","",NA
"486","Other Long-Term Assets","X2012.12",NA,"2012","12","",NA
"487","Total Assets","X2012.12",100,"2012","12","100.00",100
"488","Accounts Payable","X2012.12",6.8,"2012","12","6.80",6.8
"489","Short-Term Debt","X2012.12",NA,"2012","12","",NA
"490","Taxes Payable","X2012.12",NA,"2012","12","",NA
"491","Accrued Liabilities","X2012.12",NA,"2012","12","",NA
"492","Other Short-Term Liabilities","X2012.12",NA,"2012","12","",NA
"493","Total Current Liabilities","X2012.12",NA,"2012","12","",NA
"494","Long-Term Debt","X2012.12",NA,"2012","12","",NA
"495","Other Long-Term Liabilities","X2012.12",NA,"2012","12","",NA
"496","Total Liabilities","X2012.12",88.36,"2012","12","88.36",88.36
"497","Total Stockholders' Equity","X2012.12",11.64,"2012","12","11.64",11.64
"498","Total Liabilities & Equity","X2012.12",100,"2012","12","100.00",100
"499","Current Ratio","X2012.12",NA,"2012","12","",NA
"500","Quick Ratio","X2012.12",NA,"2012","12","",NA
"501","Financial Leverage","X2012.12",8.59,"2012","12","8.59",8.59
"502","Debt/Equity","X2012.12",NA,"2012","12","",NA
"503","Days Sales Outstanding","X2012.12",NA,"2012","12","",NA
"504","Days Inventory","X2012.12",NA,"2012","12","",NA
"505","Payables Period","X2012.12",NA,"2012","12","",NA
"506","Cash Conversion Cycle","X2012.12",NA,"2012","12","",NA
"507","Receivables Turnover","X2012.12",NA,"2012","12","",NA
"508","Inventory Turnover","X2012.12",NA,"2012","12","",NA
"509","Fixed Assets Turnover","X2012.12",17.45,"2012","12","17.45",17.45
"510","Asset Turnover","X2012.12",0.21,"2012","12","0.21",0.21
"511","Revenue CNY Mil","X2013.12",417883000000,"2013","12","417,883",417883
"512","Gross Margin %","X2013.12",NA,"2013","12","",NA
"513","Operating Income CNY Mil","X2013.12",29451000000,"2013","12","29,451",29451
"514","Operating Margin %","X2013.12",0.07,"2013","12","7.0",7
"515","Net Income CNY Mil","X2013.12",24765000000,"2013","12","24,765",24765
"516","Earnings Per Share CNY","X2013.12",4.4,"2013","12","4.40",4.4
"517","Dividends CNY","X2013.12",0.7,"2013","12","0.70",0.7
"518","Payout Ratio % *","X2013.12",0.143,"2013","12","14.3",14.3
"519","Shares Mil","X2013.12",5653000000,"2013","12","5,653",5653
"520","Book Value Per Share * CNY","X2013.12",6.89,"2013","12","6.89",6.89
"521","Operating Cash Flow CNY Mil","X2013.12",68292000000,"2013","12","68,292",68292
"522","Cap Spending CNY Mil","X2013.12",-3724000000,"2013","12","-3,724",-3724
"523","Free Cash Flow CNY Mil","X2013.12",64568000000,"2013","12","64,568",64568
"524","Free Cash Flow Per Share * CNY","X2013.12",2.6,"2013","12","2.60",2.6
"525","Working Capital CNY Mil","X2013.12",NA,"2013","12","",NA
"526","Revenue","X2013.12",100,"2013","12","100.00",100
"527","COGS","X2013.12",NA,"2013","12","",NA
"528","Gross Margin","X2013.12",NA,"2013","12","",NA
"529","SG&A","X2013.12",5.94,"2013","12","5.94",5.94
"530","R&D","X2013.12",NA,"2013","12","",NA
"531","Other","X2013.12",87.02,"2013","12","87.02",87.02
"532","Operating Margin","X2013.12",7.05,"2013","12","7.05",7.05
"533","Net Int Inc & Other","X2013.12",NA,"2013","12","",NA
"534","EBT Margin","X2013.12",7.05,"2013","12","7.05",7.05
"535","Tax Rate %","X2013.12",0.1509,"2013","12","15.09",15.09
"536","Net Margin %","X2013.12",0.0593,"2013","12","5.93",5.93
"537","Asset Turnover (Average)","X2013.12",0.22,"2013","12","0.22",0.22
"538","Return on Assets %","X2013.12",0.0128,"2013","12","1.28",1.28
"539","Financial Leverage (Average)","X2013.12",8.95,"2013","12","8.95",8.95
"540","Return on Equity %","X2013.12",0.1122,"2013","12","11.22",11.22
"541","Return on Invested Capital %","X2013.12",NA,"2013","12","",NA
"542","Interest Coverage","X2013.12",NA,"2013","12","",NA
"543","Year over Year","X2013.12",12.49,"2013","12","12.49",12.49
"544","3-Year Average","X2013.12",2.7,"2013","12","2.70",2.7
"545","5-Year Average","X2013.12",20.16,"2013","12","20.16",20.16
"546","10-Year Average","X2013.12",18.14,"2013","12","18.14",18.14
"547","Year over Year","X2013.12",231.94,"2013","12","231.94",231.94
"548","3-Year Average","X2013.12",-12.46,"2013","12","-12.46",-12.46
"549","5-Year Average","X2013.12",3.12,"2013","12","3.12",3.12
"550","10-Year Average","X2013.12",NA,"2013","12","",NA
"551","Year over Year","X2013.12",123.89,"2013","12","123.89",123.89
"552","3-Year Average","X2013.12",-9.69,"2013","12","-9.69",-9.69
"553","5-Year Average","X2013.12",3.08,"2013","12","3.08",3.08
"554","10-Year Average","X2013.12",NA,"2013","12","",NA
"555","Year over Year","X2013.12",125.64,"2013","12","125.64",125.64
"556","3-Year Average","X2013.12",-9.57,"2013","12","-9.57",-9.57
"557","5-Year Average","X2013.12",3.25,"2013","12","3.25",3.25
"558","10-Year Average","X2013.12",NA,"2013","12","",NA
"559","Operating Cash Flow Growth % YOY","X2013.12",NA,"2013","12","",NA
"560","Free Cash Flow Growth % YOY","X2013.12",NA,"2013","12","",NA
"561","Cap Ex as a % of Sales","X2013.12",0.0089,"2013","12","0.89",0.89
"562","Free Cash Flow/Sales %","X2013.12",0.1545,"2013","12","15.45",15.45
"563","Free Cash Flow/Net Income","X2013.12",2.61,"2013","12","2.61",2.61
"564","Cash & Short-Term Investments","X2013.12",1.08,"2013","12","1.08",1.08
"565","Accounts Receivable","X2013.12",0.5,"2013","12","0.50",0.5
"566","Inventory","X2013.12",NA,"2013","12","",NA
"567","Other Current Assets","X2013.12",NA,"2013","12","",NA
"568","Total Current Assets","X2013.12",NA,"2013","12","",NA
"569","Net PP&E","X2013.12",1.19,"2013","12","1.19",1.19
"570","Intangibles","X2013.12",NA,"2013","12","",NA
"571","Other Long-Term Assets","X2013.12",NA,"2013","12","",NA
"572","Total Assets","X2013.12",100,"2013","12","100.00",100
"573","Accounts Payable","X2013.12",3.69,"2013","12","3.69",3.69
"574","Short-Term Debt","X2013.12",NA,"2013","12","",NA
"575","Taxes Payable","X2013.12",NA,"2013","12","",NA
"576","Accrued Liabilities","X2013.12",NA,"2013","12","",NA
"577","Other Short-Term Liabilities","X2013.12",NA,"2013","12","",NA
"578","Total Current Liabilities","X2013.12",NA,"2013","12","",NA
"579","Long-Term Debt","X2013.12",3.45,"2013","12","3.45",3.45
"580","Other Long-Term Liabilities","X2013.12",NA,"2013","12","",NA
"581","Total Liabilities","X2013.12",88.83,"2013","12","88.83",88.83
"582","Total Stockholders' Equity","X2013.12",11.17,"2013","12","11.17",11.17
"583","Total Liabilities & Equity","X2013.12",100,"2013","12","100.00",100
"584","Current Ratio","X2013.12",NA,"2013","12","",NA
"585","Quick Ratio","X2013.12",NA,"2013","12","",NA
"586","Financial Leverage","X2013.12",8.95,"2013","12","8.95",8.95
"587","Debt/Equity","X2013.12",0.31,"2013","12","0.31",0.31
"588","Days Sales Outstanding","X2013.12",NA,"2013","12","",NA
"589","Days Inventory","X2013.12",NA,"2013","12","",NA
"590","Payables Period","X2013.12",NA,"2013","12","",NA
"591","Cash Conversion Cycle","X2013.12",NA,"2013","12","",NA
"592","Receivables Turnover","X2013.12",NA,"2013","12","",NA
"593","Inventory Turnover","X2013.12",NA,"2013","12","",NA
"594","Fixed Assets Turnover","X2013.12",18.28,"2013","12","18.28",18.28
"595","Asset Turnover","X2013.12",0.22,"2013","12","0.22",0.22
"596","Revenue CNY Mil","X2014.12",440766000000,"2014","12","440,766",440766
"597","Gross Margin %","X2014.12",NA,"2014","12","",NA
"598","Operating Income CNY Mil","X2014.12",40402000000,"2014","12","40,402",40402
"599","Operating Margin %","X2014.12",0.092,"2014","12","9.2",9.2
"600","Net Income CNY Mil","X2014.12",32211000000,"2014","12","32,211",32211
"601","Earnings Per Share CNY","X2014.12",5.7,"2014","12","5.70",5.7
"602","Dividends CNY","X2014.12",1.46,"2014","12","1.46",1.46
"603","Payout Ratio % *","X2014.12",0.29,"2014","12","29.0",29
"604","Shares Mil","X2014.12",5653000000,"2014","12","5,653",5653
"605","Book Value Per Share * CNY","X2014.12",7.35,"2014","12","7.35",7.35
"606","Operating Cash Flow CNY Mil","X2014.12",78247000000,"2014","12","78,247",78247
"607","Cap Spending CNY Mil","X2014.12",-5048000000,"2014","12","-5,048",-5048
"608","Free Cash Flow CNY Mil","X2014.12",73199000000,"2014","12","73,199",73199
"609","Free Cash Flow Per Share * CNY","X2014.12",1.47,"2014","12","1.47",1.47
"610","Working Capital CNY Mil","X2014.12",NA,"2014","12","",NA
"611","Revenue","X2014.12",100,"2014","12","100.00",100
"612","COGS","X2014.12",NA,"2014","12","",NA
"613","Gross Margin","X2014.12",NA,"2014","12","",NA
"614","SG&A","X2014.12",5.77,"2014","12","5.77",5.77
"615","R&D","X2014.12",NA,"2014","12","",NA
"616","Other","X2014.12",85.06,"2014","12","85.06",85.06
"617","Operating Margin","X2014.12",9.17,"2014","12","9.17",9.17
"618","Net Int Inc & Other","X2014.12",NA,"2014","12","",NA
"619","EBT Margin","X2014.12",9.17,"2014","12","9.17",9.17
"620","Tax Rate %","X2014.12",0.1952,"2014","12","19.52",19.52
"621","Net Margin %","X2014.12",0.0731,"2014","12","7.31",7.31
"622","Asset Turnover (Average)","X2014.12",0.21,"2014","12","0.21",0.21
"623","Return on Assets %","X2014.12",0.0153,"2014","12","1.53",1.53
"624","Financial Leverage (Average)","X2014.12",7.91,"2014","12","7.91",7.91
"625","Return on Equity %","X2014.12",0.1277,"2014","12","12.77",12.77
"626","Return on Invested Capital %","X2014.12",NA,"2014","12","",NA
"627","Interest Coverage","X2014.12",NA,"2014","12","",NA
"628","Year over Year","X2014.12",5.48,"2014","12","5.48",5.48
"629","3-Year Average","X2014.12",5.92,"2014","12","5.92",5.92
"630","5-Year Average","X2014.12",5.37,"2014","12","5.37",5.37
"631","10-Year Average","X2014.12",19.09,"2014","12","19.09",19.09
"632","Year over Year","X2014.12",53.47,"2014","12","53.47",53.47
"633","3-Year Average","X2014.12",30.21,"2014","12","30.21",30.21
"634","5-Year Average","X2014.12",-0.31,"2014","12","-0.31",-0.31
"635","10-Year Average","X2014.12",15.57,"2014","12","15.57",15.57
"636","Year over Year","X2014.12",30.07,"2014","12","30.07",30.07
"637","3-Year Average","X2014.12",20.67,"2014","12","20.67",20.67
"638","5-Year Average","X2014.12",-0.41,"2014","12","-0.41",-0.41
"639","10-Year Average","X2014.12",16.21,"2014","12","16.21",16.21
"640","Year over Year","X2014.12",29.55,"2014","12","29.55",29.55
"641","3-Year Average","X2014.12",20.6,"2014","12","20.60",20.6
"642","5-Year Average","X2014.12",-0.35,"2014","12","-0.35",-0.35
"643","10-Year Average","X2014.12",15.49,"2014","12","15.49",15.49
"644","Operating Cash Flow Growth % YOY","X2014.12",NA,"2014","12","",NA
"645","Free Cash Flow Growth % YOY","X2014.12",NA,"2014","12","",NA
"646","Cap Ex as a % of Sales","X2014.12",0.0115,"2014","12","1.15",1.15
"647","Free Cash Flow/Sales %","X2014.12",0.1661,"2014","12","16.61",16.61
"648","Free Cash Flow/Net Income","X2014.12",2.27,"2014","12","2.27",2.27
"649","Cash & Short-Term Investments","X2014.12",2.09,"2014","12","2.09",2.09
"650","Accounts Receivable","X2014.12",0.5,"2014","12","0.50",0.5
"651","Inventory","X2014.12",NA,"2014","12","",NA
"652","Other Current Assets","X2014.12",NA,"2014","12","",NA
"653","Total Current Assets","X2014.12",NA,"2014","12","",NA
"654","Net PP&E","X2014.12",1.13,"2014","12","1.13",1.13
"655","Intangibles","X2014.12",NA,"2014","12","",NA
"656","Other Long-Term Assets","X2014.12",NA,"2014","12","",NA
"657","Total Assets","X2014.12",100,"2014","12","100.00",100
"658","Accounts Payable","X2014.12",4.47,"2014","12","4.47",4.47
"659","Short-Term Debt","X2014.12",NA,"2014","12","",NA
"660","Taxes Payable","X2014.12",NA,"2014","12","",NA
"661","Accrued Liabilities","X2014.12",NA,"2014","12","",NA
"662","Other Short-Term Liabilities","X2014.12",NA,"2014","12","",NA
"663","Total Current Liabilities","X2014.12",NA,"2014","12","",NA
"664","Long-Term Debt","X2014.12",3.14,"2014","12","3.14",3.14
"665","Other Long-Term Liabilities","X2014.12",NA,"2014","12","",NA
"666","Total Liabilities","X2014.12",87.35,"2014","12","87.35",87.35
"667","Total Stockholders' Equity","X2014.12",12.65,"2014","12","12.65",12.65
"668","Total Liabilities & Equity","X2014.12",100,"2014","12","100.00",100
"669","Current Ratio","X2014.12",NA,"2014","12","",NA
"670","Quick Ratio","X2014.12",NA,"2014","12","",NA
"671","Financial Leverage","X2014.12",7.91,"2014","12","7.91",7.91
"672","Debt/Equity","X2014.12",0.25,"2014","12","0.25",0.25
"673","Days Sales Outstanding","X2014.12",NA,"2014","12","",NA
"674","Days Inventory","X2014.12",NA,"2014","12","",NA
"675","Payables Period","X2014.12",NA,"2014","12","",NA
"676","Cash Conversion Cycle","X2014.12",NA,"2014","12","",NA
"677","Receivables Turnover","X2014.12",NA,"2014","12","",NA
"678","Inventory Turnover","X2014.12",NA,"2014","12","",NA
"679","Fixed Assets Turnover","X2014.12",18.08,"2014","12","18.08",18.08
"680","Asset Turnover","X2014.12",0.21,"2014","12","0.21",0.21
"681","Revenue CNY Mil","X2015.12",507449000000,"2015","12","507,449",507449
"682","Gross Margin %","X2015.12",NA,"2015","12","",NA
"683","Operating Income CNY Mil","X2015.12",45931000000,"2015","12","45,931",45931
"684","Operating Margin %","X2015.12",0.091,"2015","12","9.1",9.1
"685","Net Income CNY Mil","X2015.12",34699000000,"2015","12","34,699",34699
"686","Earnings Per Share CNY","X2015.12",6.1,"2015","12","6.10",6.1
"687","Dividends CNY","X2015.12",2.03,"2015","12","2.03",2.03
"688","Payout Ratio % *","X2015.12",0.296,"2015","12","29.6",29.6
"689","Shares Mil","X2015.12",5653000000,"2015","12","5,653",5653
"690","Book Value Per Share * CNY","X2015.12",8.14,"2015","12","8.14",8.14
"691","Operating Cash Flow CNY Mil","X2015.12",-18811000000,"2015","12","-18,811",-18811
"692","Cap Spending CNY Mil","X2015.12",-8384000000,"2015","12","-8,384",-8384
"693","Free Cash Flow CNY Mil","X2015.12",-27195000000,"2015","12","-27,195",-27195
"694","Free Cash Flow Per Share * CNY","X2015.12",1.92,"2015","12","1.92",1.92
"695","Working Capital CNY Mil","X2015.12",NA,"2015","12","",NA
"696","Revenue","X2015.12",100,"2015","12","100.00",100
"697","COGS","X2015.12",NA,"2015","12","",NA
"698","Gross Margin","X2015.12",NA,"2015","12","",NA
"699","SG&A","X2015.12",5.41,"2015","12","5.41",5.41
"700","R&D","X2015.12",NA,"2015","12","",NA
"701","Other","X2015.12",85.54,"2015","12","85.54",85.54
"702","Operating Margin","X2015.12",9.05,"2015","12","9.05",9.05
"703","Net Int Inc & Other","X2015.12",NA,"2015","12","",NA
"704","EBT Margin","X2015.12",9.05,"2015","12","9.05",9.05
"705","Tax Rate %","X2015.12",0.2339,"2015","12","23.39",23.39
"706","Net Margin %","X2015.12",0.0684,"2015","12","6.84",6.84
"707","Asset Turnover (Average)","X2015.12",0.22,"2015","12","0.22",0.22
"708","Return on Assets %","X2015.12",0.0148,"2015","12","1.48",1.48
"709","Financial Leverage (Average)","X2015.12",7.59,"2015","12","7.59",7.59
"710","Return on Equity %","X2015.12",0.1144,"2015","12","11.44",11.44
"711","Return on Invested Capital %","X2015.12",NA,"2015","12","",NA
"712","Interest Coverage","X2015.12",NA,"2015","12","",NA
"713","Year over Year","X2015.12",15.13,"2015","12","15.13",15.13
"714","3-Year Average","X2015.12",10.96,"2015","12","10.96",10.96
"715","5-Year Average","X2015.12",5.63,"2015","12","5.63",5.63
"716","10-Year Average","X2015.12",17.85,"2015","12","17.85",17.85
"717","Year over Year","X2015.12",13.69,"2015","12","13.69",13.69
"718","3-Year Average","X2015.12",79.58,"2015","12","79.58",79.58
"719","5-Year Average","X2015.12",3.2,"2015","12","3.20",3.2
"720","10-Year Average","X2015.12",14.84,"2015","12","14.84",14.84
"721","Year over Year","X2015.12",7.72,"2015","12","7.72",7.72
"722","3-Year Average","X2015.12",46.39,"2015","12","46.39",46.39
"723","5-Year Average","X2015.12",0.63,"2015","12","0.63",0.63
"724","10-Year Average","X2015.12",13.99,"2015","12","13.99",13.99
"725","Year over Year","X2015.12",7.02,"2015","12","7.02",7.02
"726","3-Year Average","X2015.12",46.25,"2015","12","46.25",46.25
"727","5-Year Average","X2015.12",0.5,"2015","12","0.50",0.5
"728","10-Year Average","X2015.12",13.3,"2015","12","13.30",13.3
"729","Operating Cash Flow Growth % YOY","X2015.12",NA,"2015","12","",NA
"730","Free Cash Flow Growth % YOY","X2015.12",NA,"2015","12","",NA
"731","Cap Ex as a % of Sales","X2015.12",0.0165,"2015","12","1.65",1.65
"732","Free Cash Flow/Sales %","X2015.12",-0.0536,"2015","12","-5.36",-5.36
"733","Free Cash Flow/Net Income","X2015.12",-0.78,"2015","12","-0.78",-0.78
"734","Cash & Short-Term Investments","X2015.12",3.11,"2015","12","3.11",3.11
"735","Accounts Receivable","X2015.12",0.49,"2015","12","0.49",0.49
"736","Inventory","X2015.12",NA,"2015","12","",NA
"737","Other Current Assets","X2015.12",NA,"2015","12","",NA
"738","Total Current Assets","X2015.12",NA,"2015","12","",NA
"739","Net PP&E","X2015.12",1.1,"2015","12","1.10",1.1
"740","Intangibles","X2015.12",NA,"2015","12","",NA
"741","Other Long-Term Assets","X2015.12",NA,"2015","12","",NA
"742","Total Assets","X2015.12",100,"2015","12","100.00",100
"743","Accounts Payable","X2015.12",5.85,"2015","12","5.85",5.85
"744","Short-Term Debt","X2015.12",NA,"2015","12","",NA
"745","Taxes Payable","X2015.12",0.22,"2015","12","0.22",0.22
"746","Accrued Liabilities","X2015.12",NA,"2015","12","",NA
"747","Other Short-Term Liabilities","X2015.12",NA,"2015","12","",NA
"748","Total Current Liabilities","X2015.12",NA,"2015","12","",NA
"749","Long-Term Debt","X2015.12",2.89,"2015","12","2.89",2.89
"750","Other Long-Term Liabilities","X2015.12",NA,"2015","12","",NA
"751","Total Liabilities","X2015.12",86.83,"2015","12","86.83",86.83
"752","Total Stockholders' Equity","X2015.12",13.17,"2015","12","13.17",13.17
"753","Total Liabilities & Equity","X2015.12",100,"2015","12","100.00",100
"754","Current Ratio","X2015.12",NA,"2015","12","",NA
"755","Quick Ratio","X2015.12",NA,"2015","12","",NA
"756","Financial Leverage","X2015.12",7.59,"2015","12","7.59",7.59
"757","Debt/Equity","X2015.12",0.22,"2015","12","0.22",0.22
"758","Days Sales Outstanding","X2015.12",NA,"2015","12","",NA
"759","Days Inventory","X2015.12",NA,"2015","12","",NA
"760","Payables Period","X2015.12",NA,"2015","12","",NA
"761","Cash Conversion Cycle","X2015.12",NA,"2015","12","",NA
"762","Receivables Turnover","X2015.12",NA,"2015","12","",NA
"763","Inventory Turnover","X2015.12",NA,"2015","12","",NA
"764","Fixed Assets Turnover","X2015.12",19.4,"2015","12","19.40",19.4
"765","Asset Turnover","X2015.12",0.22,"2015","12","0.22",0.22
"766","Revenue CNY Mil","X2016.12",540781000000,"2016","12","540,781",540781
"767","Gross Margin %","X2016.12",NA,"2016","12","",NA
"768","Operating Income CNY Mil","X2016.12",23842000000,"2016","12","23,842",23842
"769","Operating Margin %","X2016.12",0.044,"2016","12","4.4",4.4
"770","Net Income CNY Mil","X2016.12",19127000000,"2016","12","19,127",19127
"771","Earnings Per Share CNY","X2016.12",3.3,"2016","12","3.30",3.3
"772","Dividends CNY","X2016.12",2.11,"2016","12","2.11",2.11
"773","Payout Ratio % *","X2016.12",0.861,"2016","12","86.1",86.1
"774","Shares Mil","X2016.12",5653000000,"2016","12","5,653",5653
"775","Book Value Per Share * CNY","X2016.12",7.87,"2016","12","7.87",7.87
"776","Operating Cash Flow CNY Mil","X2016.12",89098000000,"2016","12","89,098",89098
"777","Cap Spending CNY Mil","X2016.12",-5310000000,"2016","12","-5,310",-5310
"778","Free Cash Flow CNY Mil","X2016.12",83788000000,"2016","12","83,788",83788
"779","Free Cash Flow Per Share * CNY","X2016.12",-1.34,"2016","12","-1.34",-1.34
"780","Working Capital CNY Mil","X2016.12",NA,"2016","12","",NA
"781","Revenue","X2016.12",100,"2016","12","100.00",100
"782","COGS","X2016.12",NA,"2016","12","",NA
"783","Gross Margin","X2016.12",NA,"2016","12","",NA
"784","SG&A","X2016.12",5.89,"2016","12","5.89",5.89
"785","R&D","X2016.12",NA,"2016","12","",NA
"786","Other","X2016.12",89.7,"2016","12","89.70",89.7
"787","Operating Margin","X2016.12",4.41,"2016","12","4.41",4.41
"788","Net Int Inc & Other","X2016.12",NA,"2016","12","",NA
"789","EBT Margin","X2016.12",4.41,"2016","12","4.41",4.41
"790","Tax Rate %","X2016.12",0.1786,"2016","12","17.86",17.86
"791","Net Margin %","X2016.12",0.0354,"2016","12","3.54",3.54
"792","Asset Turnover (Average)","X2016.12",0.21,"2016","12","0.21",0.21
"793","Return on Assets %","X2016.12",0.0074,"2016","12","0.74",0.74
"794","Financial Leverage (Average)","X2016.12",8.88,"2016","12","8.88",8.88
"795","Return on Equity %","X2016.12",0.0611,"2016","12","6.11",6.11
"796","Return on Invested Capital %","X2016.12",NA,"2016","12","",NA
"797","Interest Coverage","X2016.12",NA,"2016","12","",NA
"798","Year over Year","X2016.12",6.57,"2016","12","6.57",6.57
"799","3-Year Average","X2016.12",8.97,"2016","12","8.97",8.97
"800","5-Year Average","X2016.12",7.83,"2016","12","7.83",7.83
"801","10-Year Average","X2016.12",13.89,"2016","12","13.89",13.89
"802","Year over Year","X2016.12",-48.09,"2016","12","-48.09",-48.09
"803","3-Year Average","X2016.12",-3.25,"2016","12","-3.25",-3.25
"804","5-Year Average","X2016.12",5.43,"2016","12","5.43",5.43
"805","10-Year Average","X2016.12",-0.71,"2016","12","-0.71",-0.71
"806","Year over Year","X2016.12",-44.88,"2016","12","-44.88",-44.88
"807","3-Year Average","X2016.12",-8.25,"2016","12","-8.25",-8.25
"808","5-Year Average","X2016.12",0.85,"2016","12","0.85",0.85
"809","10-Year Average","X2016.12",-0.47,"2016","12","-0.47",-0.47
"810","Year over Year","X2016.12",-45.9,"2016","12","-45.90",-45.9
"811","3-Year Average","X2016.12",-9.14,"2016","12","-9.14",-9.14
"812","5-Year Average","X2016.12",0.31,"2016","12","0.31",0.31
