"","metric","variable","value","year","month","raw_value","untrans_value"
"411","Total Liabilities","X2011.12",81.12,"2011","12","81.12",81.12
"412","Total Stockholders' Equity","X2011.12",18.88,"2011","12","18.88",18.88
"413","Total Liabilities & Equity","X2011.12",100,"2011","12","100.00",100
"414","Current Ratio","X2011.12",NA,"2011","12","",NA
"415","Quick Ratio","X2011.12",NA,"2011","12","",NA
"416","Financial Leverage","X2011.12",5.3,"2011","12","5.30",5.3
"417","Debt/Equity","X2011.12",0.71,"2011","12","0.71",0.71
"418","Days Sales Outstanding","X2011.12",NA,"2011","12","",NA
"419","Days Inventory","X2011.12",NA,"2011","12","",NA
"420","Payables Period","X2011.12",NA,"2011","12","",NA
"421","Cash Conversion Cycle","X2011.12",NA,"2011","12","",NA
"422","Receivables Turnover","X2011.12",NA,"2011","12","",NA
"423","Inventory Turnover","X2011.12",NA,"2011","12","",NA
"424","Fixed Assets Turnover","X2011.12",NA,"2011","12","",NA
"425","Asset Turnover","X2011.12",0.1,"2011","12","0.10",0.1
"426","Revenue USD Mil","X2012.12",71214000000,"2012","12","71,214",71214
"427","Gross Margin %","X2012.12",NA,"2012","12","",NA
"428","Operating Income USD Mil","X2012.12",2891000000,"2012","12","2,891",2891
"429","Operating Margin %","X2012.12",0.041,"2012","12","4.1",4.1
"430","Net Income USD Mil","X2012.12",3438000000,"2012","12","3,438",3438
"431","Earnings Per Share USD","X2012.12",2.04,"2012","12","2.04",2.04
"432","Dividends USD","X2012.12",NA,"2012","12","",NA
"433","Payout Ratio % *","X2012.12",NA,"2012","12","",NA
"434","Shares Mil","X2012.12",1687000000,"2012","12","1,687",1687
"435","Book Value Per Share * USD","X2012.12",66.38,"2012","12","66.38",66.38
"436","Operating Cash Flow USD Mil","X2012.12",3676000000,"2012","12","3,676",3676
"437","Cap Spending USD Mil","X2012.12",NA,"2012","12","",NA
"438","Free Cash Flow USD Mil","X2012.12",3676000000,"2012","12","3,676",3676
"439","Free Cash Flow Per Share * USD","X2012.12",2.18,"2012","12","2.18",2.18
"440","Working Capital USD Mil","X2012.12",NA,"2012","12","",NA
"441","Revenue","X2012.12",100,"2012","12","100.00",100
"442","COGS","X2012.12",NA,"2012","12","",NA
"443","Gross Margin","X2012.12",NA,"2012","12","",NA
"444","SG&A","X2012.12",NA,"2012","12","",NA
"445","R&D","X2012.12",NA,"2012","12","",NA
"446","Other","X2012.12",95.94,"2012","12","95.94",95.94
"447","Operating Margin","X2012.12",4.06,"2012","12","4.06",4.06
"448","Net Int Inc & Other","X2012.12",NA,"2012","12","",NA
"449","EBT Margin","X2012.12",4.06,"2012","12","4.06",4.06
"450","Tax Rate %","X2012.12",0.1684,"2012","12","16.84",16.84
"451","Net Margin %","X2012.12",0.0524,"2012","12","5.24",5.24
"452","Asset Turnover (Average)","X2012.12",0.12,"2012","12","0.12",0.12
"453","Return on Assets %","X2012.12",0.0062,"2012","12","0.62",0.62
"454","Financial Leverage (Average)","X2012.12",5.6,"2012","12","5.60",5.6
"455","Return on Equity %","X2012.12",0.0339,"2012","12","3.39",3.39
"456","Return on Invested Capital %","X2012.12",NA,"2012","12","",NA
"457","Interest Coverage","X2012.12",NA,"2012","12","",NA
"458","Year over Year","X2012.12",2.21,"2012","12","2.21",2.21
"459","3-Year Average","X2012.12",-11.9,"2012","12","-11.90",-11.9
"460","5-Year Average","X2012.12",-9.82,"2012","12","-9.82",-9.82
"461","10-Year Average","X2012.12",-0.27,"2012","12","-0.27",-0.27
"462","Year over Year","X2012.12",NA,"2012","12","",NA
"463","3-Year Average","X2012.12",NA,"2012","12","",NA
"464","5-Year Average","X2012.12",0.83,"2012","12","0.83",0.83
"465","10-Year Average","X2012.12",1.36,"2012","12","1.36",1.36
"466","Year over Year","X2012.12",-80.68,"2012","12","-80.68",-80.68
"467","3-Year Average","X2012.12",NA,"2012","12","",NA
"468","5-Year Average","X2012.12",-11.12,"2012","12","-11.12",-11.12
"469","10-Year Average","X2012.12",-4.62,"2012","12","-4.62",-4.62
"470","Year over Year","X2012.12",-78.41,"2012","12","-78.41",-78.41
"471","3-Year Average","X2012.12",NA,"2012","12","",NA
"472","5-Year Average","X2012.12",-46.8,"2012","12","-46.80",-46.8
"473","10-Year Average","X2012.12",-26.11,"2012","12","-26.11",-26.11
"474","Operating Cash Flow Growth % YOY","X2012.12",NA,"2012","12","",NA
"475","Free Cash Flow Growth % YOY","X2012.12",NA,"2012","12","",NA
"476","Cap Ex as a % of Sales","X2012.12",NA,"2012","12","",NA
"477","Free Cash Flow/Sales %","X2012.12",0.0516,"2012","12","5.16",5.16
"478","Free Cash Flow/Net Income","X2012.12",1.07,"2012","12","1.07",1.07
"479","Cash & Short-Term Investments","X2012.12",5.46,"2012","12","5.46",5.46
"480","Accounts Receivable","X2012.12",2.55,"2012","12","2.55",2.55
"481","Inventory","X2012.12",NA,"2012","12","",NA
"482","Other Current Assets","X2012.12",NA,"2012","12","",NA
"483","Total Current Assets","X2012.12",NA,"2012","12","",NA
"484","Net PP&E","X2012.12",NA,"2012","12","",NA
"485","Intangibles","X2012.12",NA,"2012","12","",NA
"486","Other Long-Term Assets","X2012.12",NA,"2012","12","",NA
"487","Total Assets","X2012.12",100,"2012","12","100.00",100
"488","Accounts Payable","X2012.12",NA,"2012","12","",NA
"489","Short-Term Debt","X2012.12",NA,"2012","12","",NA
"490","Taxes Payable","X2012.12",NA,"2012","12","",NA
"491","Accrued Liabilities","X2012.12",NA,"2012","12","",NA
"492","Other Short-Term Liabilities","X2012.12",NA,"2012","12","",NA
"493","Total Current Liabilities","X2012.12",NA,"2012","12","",NA
"494","Long-Term Debt","X2012.12",8.84,"2012","12","8.84",8.84
"495","Other Long-Term Liabilities","X2012.12",NA,"2012","12","",NA
"496","Total Liabilities","X2012.12",82.14,"2012","12","82.14",82.14
"497","Total Stockholders' Equity","X2012.12",17.86,"2012","12","17.86",17.86
"498","Total Liabilities & Equity","X2012.12",100,"2012","12","100.00",100
"499","Current Ratio","X2012.12",NA,"2012","12","",NA
"500","Quick Ratio","X2012.12",NA,"2012","12","",NA
"501","Financial Leverage","X2012.12",5.6,"2012","12","5.60",5.6
"502","Debt/Equity","X2012.12",0.49,"2012","12","0.49",0.49
"503","Days Sales Outstanding","X2012.12",NA,"2012","12","",NA
"504","Days Inventory","X2012.12",NA,"2012","12","",NA
"505","Payables Period","X2012.12",NA,"2012","12","",NA
"506","Cash Conversion Cycle","X2012.12",NA,"2012","12","",NA
"507","Receivables Turnover","X2012.12",NA,"2012","12","",NA
"508","Inventory Turnover","X2012.12",NA,"2012","12","",NA
"509","Fixed Assets Turnover","X2012.12",NA,"2012","12","",NA
"510","Asset Turnover","X2012.12",0.12,"2012","12","0.12",0.12
"511","Revenue USD Mil","X2013.12",68874000000,"2013","12","68,874",68874
"512","Gross Margin %","X2013.12",NA,"2013","12","",NA
"513","Operating Income USD Mil","X2013.12",9368000000,"2013","12","9,368",9368
"514","Operating Margin %","X2013.12",0.136,"2013","12","13.6",13.6
"515","Net Income USD Mil","X2013.12",9085000000,"2013","12","9,085",9085
"516","Earnings Per Share USD","X2013.12",6.13,"2013","12","6.13",6.13
"517","Dividends USD","X2013.12",0.2,"2013","12","0.20",0.2
"518","Payout Ratio % *","X2013.12",0.019,"2013","12","1.9",1.9
"519","Shares Mil","X2013.12",1481000000,"2013","12","1,481",1481
"520","Book Value Per Share * USD","X2013.12",67.48,"2013","12","67.48",67.48
"521","Operating Cash Flow USD Mil","X2013.12",5865000000,"2013","12","5,865",5865
"522","Cap Spending USD Mil","X2013.12",NA,"2013","12","",NA
"523","Free Cash Flow USD Mil","X2013.12",5865000000,"2013","12","5,865",5865
"524","Free Cash Flow Per Share * USD","X2013.12",3.23,"2013","12","3.23",3.23
"525","Working Capital USD Mil","X2013.12",NA,"2013","12","",NA
"526","Revenue","X2013.12",100,"2013","12","100.00",100
"527","COGS","X2013.12",NA,"2013","12","",NA
"528","Gross Margin","X2013.12",NA,"2013","12","",NA
"529","SG&A","X2013.12",19.69,"2013","12","19.69",19.69
"530","R&D","X2013.12",NA,"2013","12","",NA
"531","Other","X2013.12",66.7,"2013","12","66.70",66.7
"532","Operating Margin","X2013.12",13.6,"2013","12","13.60",13.6
"533","Net Int Inc & Other","X2013.12",NA,"2013","12","",NA
"534","EBT Margin","X2013.12",13.6,"2013","12","13.60",13.6
"535","Tax Rate %","X2013.12",0.0384,"2013","12","3.84",3.84
"536","Net Margin %","X2013.12",0.1323,"2013","12","13.23",13.23
"537","Asset Turnover (Average)","X2013.12",0.13,"2013","12","0.13",0.13
"538","Return on Assets %","X2013.12",0.0167,"2013","12","1.67",1.67
"539","Financial Leverage (Average)","X2013.12",5.38,"2013","12","5.38",5.38
"540","Return on Equity %","X2013.12",0.0915,"2013","12","9.15",9.15
"541","Return on Invested Capital %","X2013.12",NA,"2013","12","",NA
"542","Interest Coverage","X2013.12",NA,"2013","12","",NA
"543","Year over Year","X2013.12",4.6,"2013","12","4.60",4.6
"544","3-Year Average","X2013.12",-3.87,"2013","12","-3.87",-3.87
"545","5-Year Average","X2013.12",43.97,"2013","12","43.97",43.97
"546","10-Year Average","X2013.12",-1.67,"2013","12","-1.67",-1.67
"547","Year over Year","X2013.12",0.49,"2013","12","0.49",0.49
"548","3-Year Average","X2013.12",-19.47,"2013","12","-19.47",-19.47
"549","5-Year Average","X2013.12",NA,"2013","12","",NA
"550","10-Year Average","X2013.12",-3.87,"2013","12","-3.87",-3.87
"551","Year over Year","X2013.12",164.25,"2013","12","164.25",164.25
"552","3-Year Average","X2013.12",5.28,"2013","12","5.28",5.28
"553","5-Year Average","X2013.12",NA,"2013","12","",NA
"554","10-Year Average","X2013.12",-0.21,"2013","12","-0.21",-0.21
"555","Year over Year","X2013.12",200.83,"2013","12","200.83",200.83
"556","3-Year Average","X2013.12",-19.15,"2013","12","-19.15",-19.15
"557","5-Year Average","X2013.12",NA,"2013","12","",NA
"558","10-Year Average","X2013.12",-21.68,"2013","12","-21.68",-21.68
"559","Operating Cash Flow Growth % YOY","X2013.12",NA,"2013","12","",NA
"560","Free Cash Flow Growth % YOY","X2013.12",NA,"2013","12","",NA
"561","Cap Ex as a % of Sales","X2013.12",NA,"2013","12","",NA
"562","Free Cash Flow/Sales %","X2013.12",0.0852,"2013","12","8.52",8.52
"563","Free Cash Flow/Net Income","X2013.12",0.65,"2013","12","0.65",0.65
"564","Cash & Short-Term Investments","X2013.12",4.41,"2013","12","4.41",4.41
"565","Accounts Receivable","X2013.12",2.39,"2013","12","2.39",2.39
"566","Inventory","X2013.12",NA,"2013","12","",NA
"567","Other Current Assets","X2013.12",NA,"2013","12","",NA
"568","Total Current Assets","X2013.12",NA,"2013","12","",NA
"569","Net PP&E","X2013.12",NA,"2013","12","",NA
"570","Intangibles","X2013.12",NA,"2013","12","",NA
"571","Other Long-Term Assets","X2013.12",NA,"2013","12","",NA
"572","Total Assets","X2013.12",100,"2013","12","100.00",100
"573","Accounts Payable","X2013.12",NA,"2013","12","",NA
"574","Short-Term Debt","X2013.12",NA,"2013","12","",NA
"575","Taxes Payable","X2013.12",NA,"2013","12","",NA
"576","Accrued Liabilities","X2013.12",NA,"2013","12","",NA
"577","Other Short-Term Liabilities","X2013.12",NA,"2013","12","",NA
"578","Total Current Liabilities","X2013.12",NA,"2013","12","",NA
"579","Long-Term Debt","X2013.12",7.7,"2013","12","7.70",7.7
"580","Other Long-Term Liabilities","X2013.12",NA,"2013","12","",NA
"581","Total Liabilities","X2013.12",81.44,"2013","12","81.44",81.44
"582","Total Stockholders' Equity","X2013.12",18.56,"2013","12","18.56",18.56
"583","Total Liabilities & Equity","X2013.12",100,"2013","12","100.00",100
"584","Current Ratio","X2013.12",NA,"2013","12","",NA
"585","Quick Ratio","X2013.12",NA,"2013","12","",NA
"586","Financial Leverage","X2013.12",5.38,"2013","12","5.38",5.38
"587","Debt/Equity","X2013.12",0.41,"2013","12","0.41",0.41
"588","Days Sales Outstanding","X2013.12",NA,"2013","12","",NA
"589","Days Inventory","X2013.12",NA,"2013","12","",NA
"590","Payables Period","X2013.12",NA,"2013","12","",NA
"591","Cash Conversion Cycle","X2013.12",NA,"2013","12","",NA
"592","Receivables Turnover","X2013.12",NA,"2013","12","",NA
"593","Inventory Turnover","X2013.12",NA,"2013","12","",NA
"594","Fixed Assets Turnover","X2013.12",NA,"2013","12","",NA
"595","Asset Turnover","X2013.12",0.13,"2013","12","0.13",0.13
"596","Revenue USD Mil","X2014.12",64406000000,"2014","12","64,406",64406
"597","Gross Margin %","X2014.12",NA,"2014","12","",NA
"598","Operating Income USD Mil","X2014.12",10501000000,"2014","12","10,501",10501
"599","Operating Margin %","X2014.12",0.163,"2014","12","16.3",16.3
"600","Net Income USD Mil","X2014.12",7529000000,"2014","12","7,529",7529
"601","Earnings Per Share USD","X2014.12",5.2,"2014","12","5.20",5.2
"602","Dividends USD","X2014.12",0.5,"2014","12","0.50",0.5
"603","Payout Ratio % *","X2014.12",0.078,"2014","12","7.8",7.8
"604","Shares Mil","X2014.12",1448000000,"2014","12","1,448",1448
"605","Book Value Per Share * USD","X2014.12",78.91,"2014","12","78.91",78.91
"606","Operating Cash Flow USD Mil","X2014.12",5007000000,"2014","12","5,007",5007
"607","Cap Spending USD Mil","X2014.12",NA,"2014","12","",NA
"608","Free Cash Flow USD Mil","X2014.12",5007000000,"2014","12","5,007",5007
"609","Free Cash Flow Per Share * USD","X2014.12",4.28,"2014","12","4.28",4.28
"610","Working Capital USD Mil","X2014.12",NA,"2014","12","",NA
"611","Revenue","X2014.12",100,"2014","12","100.00",100
"612","COGS","X2014.12",NA,"2014","12","",NA
"613","Gross Margin","X2014.12",NA,"2014","12","",NA
"614","SG&A","X2014.12",20.4,"2014","12","20.40",20.4
"615","R&D","X2014.12",NA,"2014","12","",NA
"616","Other","X2014.12",63.3,"2014","12","63.30",63.3
"617","Operating Margin","X2014.12",16.3,"2014","12","16.30",16.3
"618","Net Int Inc & Other","X2014.12",NA,"2014","12","",NA
"619","EBT Margin","X2014.12",16.3,"2014","12","16.30",16.3
"620","Tax Rate %","X2014.12",0.2787,"2014","12","27.87",27.87
"621","Net Margin %","X2014.12",0.1169,"2014","12","11.69",11.69
"622","Asset Turnover (Average)","X2014.12",0.12,"2014","12","0.12",0.12
"623","Return on Assets %","X2014.12",0.0142,"2014","12","1.42",1.42
"624","Financial Leverage (Average)","X2014.12",4.82,"2014","12","4.82",4.82
"625","Return on Equity %","X2014.12",0.0726,"2014","12","7.26",7.26
"626","Return on Invested Capital %","X2014.12",NA,"2014","12","",NA
"627","Interest Coverage","X2014.12",NA,"2014","12","",NA
"628","Year over Year","X2014.12",-6.22,"2014","12","-6.22",-6.22
"629","3-Year Average","X2014.12",0.09,"2014","12","0.09",0.09
"630","5-Year Average","X2014.12",-7.67,"2014","12","-7.67",-7.67
"631","10-Year Average","X2014.12",-4.11,"2014","12","-4.11",-4.11
"632","Year over Year","X2014.12",12.09,"2014","12","12.09",12.09
"633","3-Year Average","X2014.12",NA,"2014","12","",NA
"634","5-Year Average","X2014.12",NA,"2014","12","",NA
"635","10-Year Average","X2014.12",-3.47,"2014","12","-3.47",-3.47
"636","Year over Year","X2014.12",-17.13,"2014","12","-17.13",-17.13
"637","3-Year Average","X2014.12",-24.93,"2014","12","-24.93",-24.93
"638","5-Year Average","X2014.12",NA,"2014","12","",NA
"639","10-Year Average","X2014.12",-2.53,"2014","12","-2.53",-2.53
"640","Year over Year","X2014.12",-15.17,"2014","12","-15.17",-15.17
"641","3-Year Average","X2014.12",-18.03,"2014","12","-18.03",-18.03
"642","5-Year Average","X2014.12",NA,"2014","12","",NA
"643","10-Year Average","X2014.12",-23.3,"2014","12","-23.30",-23.3
"644","Operating Cash Flow Growth % YOY","X2014.12",NA,"2014","12","",NA
"645","Free Cash Flow Growth % YOY","X2014.12",NA,"2014","12","",NA
"646","Cap Ex as a % of Sales","X2014.12",NA,"2014","12","",NA
"647","Free Cash Flow/Sales %","X2014.12",0.0777,"2014","12","7.77",7.77
"648","Free Cash Flow/Net Income","X2014.12",0.67,"2014","12","0.67",0.67
"649","Cash & Short-Term Investments","X2014.12",2.52,"2014","12","2.52",2.52
"650","Accounts Receivable","X2014.12",2.33,"2014","12","2.33",2.33
"651","Inventory","X2014.12",NA,"2014","12","",NA
"652","Other Current Assets","X2014.12",NA,"2014","12","",NA
"653","Total Current Assets","X2014.12",NA,"2014","12","",NA
"654","Net PP&E","X2014.12",NA,"2014","12","",NA
"655","Intangibles","X2014.12",NA,"2014","12","",NA
"656","Other Long-Term Assets","X2014.12",NA,"2014","12","",NA
"657","Total Assets","X2014.12",100,"2014","12","100.00",100
"658","Accounts Payable","X2014.12",NA,"2014","12","",NA
"659","Short-Term Debt","X2014.12",NA,"2014","12","",NA
"660","Taxes Payable","X2014.12",NA,"2014","12","",NA
"661","Accrued Liabilities","X2014.12",NA,"2014","12","",NA
"662","Other Short-Term Liabilities","X2014.12",NA,"2014","12","",NA
"663","Total Current Liabilities","X2014.12",NA,"2014","12","",NA
"664","Long-Term Debt","X2014.12",6.05,"2014","12","6.05",6.05
"665","Other Long-Term Liabilities","X2014.12",NA,"2014","12","",NA
"666","Total Liabilities","X2014.12",79.27,"2014","12","79.27",79.27
"667","Total Stockholders' Equity","X2014.12",20.73,"2014","12","20.73",20.73
"668","Total Liabilities & Equity","X2014.12",100,"2014","12","100.00",100
"669","Current Ratio","X2014.12",NA,"2014","12","",NA
"670","Quick Ratio","X2014.12",NA,"2014","12","",NA
"671","Financial Leverage","X2014.12",4.82,"2014","12","4.82",4.82
"672","Debt/Equity","X2014.12",0.29,"2014","12","0.29",0.29
"673","Days Sales Outstanding","X2014.12",NA,"2014","12","",NA
"674","Days Inventory","X2014.12",NA,"2014","12","",NA
"675","Payables Period","X2014.12",NA,"2014","12","",NA
"676","Cash Conversion Cycle","X2014.12",NA,"2014","12","",NA
"677","Receivables Turnover","X2014.12",NA,"2014","12","",NA
"678","Inventory Turnover","X2014.12",NA,"2014","12","",NA
"679","Fixed Assets Turnover","X2014.12",NA,"2014","12","",NA
"680","Asset Turnover","X2014.12",0.12,"2014","12","0.12",0.12
"681","Revenue USD Mil","X2015.12",58327000000,"2015","12","58,327",58327
"682","Gross Margin %","X2015.12",NA,"2015","12","",NA
"683","Operating Income USD Mil","X2015.12",3281000000,"2015","12","3,281",3281
"684","Operating Margin %","X2015.12",0.056,"2015","12","5.6",5.6
"685","Net Income USD Mil","X2015.12",2196000000,"2015","12","2,196",2196
"686","Earnings Per Share USD","X2015.12",1.65,"2015","12","1.65",1.65
"687","Dividends USD","X2015.12",0.81,"2015","12","0.81",0.81
"688","Payout Ratio % *","X2015.12",0.187,"2015","12","18.7",18.7
"689","Shares Mil","X2015.12",1334000000,"2015","12","1,334",1334
"690","Book Value Per Share * USD","X2015.12",82.92,"2015","12","82.92",82.92
"691","Operating Cash Flow USD Mil","X2015.12",2877000000,"2015","12","2,877",2877
"692","Cap Spending USD Mil","X2015.12",NA,"2015","12","",NA
"693","Free Cash Flow USD Mil","X2015.12",2877000000,"2015","12","2,877",2877
"694","Free Cash Flow Per Share * USD","X2015.12",2.1,"2015","12","2.10",2.1
"695","Working Capital USD Mil","X2015.12",NA,"2015","12","",NA
"696","Revenue","X2015.12",100,"2015","12","100.00",100
"697","COGS","X2015.12",NA,"2015","12","",NA
"698","Gross Margin","X2015.12",NA,"2015","12","",NA
"699","SG&A","X2015.12",21.75,"2015","12","21.75",21.75
"700","R&D","X2015.12",NA,"2015","12","",NA
"701","Other","X2015.12",72.63,"2015","12","72.63",72.63
"702","Operating Margin","X2015.12",5.63,"2015","12","5.63",5.63
"703","Net Int Inc & Other","X2015.12",NA,"2015","12","",NA
"704","EBT Margin","X2015.12",5.63,"2015","12","5.63",5.63
"705","Tax Rate %","X2015.12",0.3228,"2015","12","32.28",32.28
"706","Net Margin %","X2015.12",0.0377,"2015","12","3.77",3.77
"707","Asset Turnover (Average)","X2015.12",0.12,"2015","12","0.12",0.12
"708","Return on Assets %","X2015.12",0.0043,"2015","12","0.43",0.43
"709","Financial Leverage (Average)","X2015.12",5.54,"2015","12","5.54",5.54
"710","Return on Equity %","X2015.12",0.0223,"2015","12","2.23",2.23
"711","Return on Invested Capital %","X2015.12",NA,"2015","12","",NA
"712","Interest Coverage","X2015.12",NA,"2015","12","",NA
"713","Year over Year","X2015.12",-9.44,"2015","12","-9.44",-9.44
"714","3-Year Average","X2015.12",-3.87,"2015","12","-3.87",-3.87
"715","5-Year Average","X2015.12",-5.48,"2015","12","-5.48",-5.48
"716","10-Year Average","X2015.12",-6.05,"2015","12","-6.05",-6.05
"717","Year over Year","X2015.12",-68.76,"2015","12","-68.76",-68.76
"718","3-Year Average","X2015.12",-29.4,"2015","12","-29.40",-29.4
"719","5-Year Average","X2015.12",-28.8,"2015","12","-28.80",-28.8
"720","10-Year Average","X2015.12",-14.22,"2015","12","-14.22",-14.22
"721","Year over Year","X2015.12",-70.83,"2015","12","-70.83",-70.83
"722","3-Year Average","X2015.12",-13.88,"2015","12","-13.88",-13.88
"723","5-Year Average","X2015.12",-22.36,"2015","12","-22.36",-22.36
"724","10-Year Average","X2015.12",-14.47,"2015","12","-14.47",-14.47
"725","Year over Year","X2015.12",-68.27,"2015","12","-68.27",-68.27
"726","3-Year Average","X2015.12",-6.79,"2015","12","-6.79",-6.79
"727","5-Year Average","X2015.12",-32.3,"2015","12","-32.30",-32.3
"728","10-Year Average","X2015.12",-32.15,"2015","12","-32.15",-32.15
"729","Operating Cash Flow Growth % YOY","X2015.12",NA,"2015","12","",NA
"730","Free Cash Flow Growth % YOY","X2015.12",NA,"2015","12","",NA
"731","Cap Ex as a % of Sales","X2015.12",NA,"2015","12","",NA
"732","Free Cash Flow/Sales %","X2015.12",0.0493,"2015","12","4.93",4.93
"733","Free Cash Flow/Net Income","X2015.12",1.31,"2015","12","1.31",1.31
"734","Cash & Short-Term Investments","X2015.12",2.37,"2015","12","2.37",2.37
"735","Accounts Receivable","X2015.12",2.3,"2015","12","2.30",2.3
"736","Inventory","X2015.12",NA,"2015","12","",NA
"737","Other Current Assets","X2015.12",NA,"2015","12","",NA
"738","Total Current Assets","X2015.12",NA,"2015","12","",NA
"739","Net PP&E","X2015.12",NA,"2015","12","",NA
"740","Intangibles","X2015.12",NA,"2015","12","",NA
"741","Other Long-Term Assets","X2015.12",NA,"2015","12","",NA
"742","Total Assets","X2015.12",100,"2015","12","100.00",100
"743","Accounts Payable","X2015.12",NA,"2015","12","",NA
"744","Short-Term Debt","X2015.12",NA,"2015","12","",NA
"745","Taxes Payable","X2015.12",NA,"2015","12","",NA
"746","Accrued Liabilities","X2015.12",NA,"2015","12","",NA
"747","Other Short-Term Liabilities","X2015.12",NA,"2015","12","",NA
"748","Total Current Liabilities","X2015.12",NA,"2015","12","",NA
"749","Long-Term Debt","X2015.12",5.91,"2015","12","5.91",5.91
"750","Other Long-Term Liabilities","X2015.12",NA,"2015","12","",NA
"751","Total Liabilities","X2015.12",81.96,"2015","12","81.96",81.96
"752","Total Stockholders' Equity","X2015.12",18.04,"2015","12","18.04",18.04
"753","Total Liabilities & Equity","X2015.12",100,"2015","12","100.00",100
"754","Current Ratio","X2015.12",NA,"2015","12","",NA
"755","Quick Ratio","X2015.12",NA,"2015","12","",NA
"756","Financial Leverage","X2015.12",5.54,"2015","12","5.54",5.54
"757","Debt/Equity","X2015.12",0.33,"2015","12","0.33",0.33
"758","Days Sales Outstanding","X2015.12",NA,"2015","12","",NA
"759","Days Inventory","X2015.12",NA,"2015","12","",NA
"760","Payables Period","X2015.12",NA,"2015","12","",NA
"761","Cash Conversion Cycle","X2015.12",NA,"2015","12","",NA
"762","Receivables Turnover","X2015.12",NA,"2015","12","",NA
"763","Inventory Turnover","X2015.12",NA,"2015","12","",NA
"764","Fixed Assets Turnover","X2015.12",NA,"2015","12","",NA
"765","Asset Turnover","X2015.12",0.12,"2015","12","0.12",0.12
"766","Revenue USD Mil","X2016.12",52367000000,"2016","12","52,367",52367
"767","Gross Margin %","X2016.12",NA,"2016","12","",NA
"768","Operating Income USD Mil","X2016.12",-74000000,"2016","12","-74",-74
"769","Operating Margin %","X2016.12",-0.001,"2016","12","-0.1",-0.1
"770","Net Income USD Mil","X2016.12",-849000000,"2016","12","-849",-849
"771","Earnings Per Share USD","X2016.12",-0.78,"2016","12","-0.78",-0.78
"772","Dividends USD","X2016.12",1.28,"2016","12","1.28",1.28
"773","Payout Ratio % *","X2016.12",1.908,"2016","12","190.8",190.8
"774","Shares Mil","X2016.12",1091000000,"2016","12","1,091",1091
"775","Book Value Per Share * USD","X2016.12",89.08,"2016","12","89.08",89.08
"776","Operating Cash Flow USD Mil","X2016.12",2383000000,"2016","12","2,383",2383
"777","Cap Spending USD Mil","X2016.12",NA,"2016","12","",NA
"778","Free Cash Flow USD Mil","X2016.12",2383000000,"2016","12","2,383",2383
"779","Free Cash Flow Per Share * USD","X2016.12",2.04,"2016","12","2.04",2.04
"780","Working Capital USD Mil","X2016.12",NA,"2016","12","",NA
"781","Revenue","X2016.12",100,"2016","12","100.00",100
"782","COGS","X2016.12",NA,"2016","12","",NA
"783","Gross Margin","X2016.12",NA,"2016","12","",NA
"784","SG&A","X2016.12",20.98,"2016","12","20.98",20.98
"785","R&D","X2016.12",NA,"2016","12","",NA
"786","Other","X2016.12",79.16,"2016","12","79.16",79.16
"787","Operating Margin","X2016.12",-0.14,"2016","12","-0.14",-0.14
"788","Net Int Inc & Other","X2016.12",NA,"2016","12","",NA
"789","EBT Margin","X2016.12",-0.14,"2016","12","-0.14",-0.14
"790","Tax Rate %","X2016.12",NA,"2016","12","",NA
"791","Net Margin %","X2016.12",-0.0162,"2016","12","-1.62",-1.62
"792","Asset Turnover (Average)","X2016.12",0.11,"2016","12","0.11",0.11
"793","Return on Assets %","X2016.12",-0.0017,"2016","12","-0.17",-0.17
"794","Financial Leverage (Average)","X2016.12",6.53,"2016","12","6.53",6.53
"795","Return on Equity %","X2016.12",-0.0102,"2016","12","-1.02",-1.02
"796","Return on Invested Capital %","X2016.12",NA,"2016","12","",NA
"797","Interest Coverage","X2016.12",NA,"2016","12","",NA
"798","Year over Year","X2016.12",-10.22,"2016","12","-10.22",-10.22
"799","3-Year Average","X2016.12",-8.64,"2016","12","-8.64",-8.64
"800","5-Year Average","X2016.12",-4,"2016","12","-4.00",-4
"801","10-Year Average","X2016.12",-7.42,"2016","12","-7.42",-7.42
"802","Year over Year","X2016.12",NA,"2016","12","",NA
"803","3-Year Average","X2016.12",NA,"2016","12","",NA
"804","5-Year Average","X2016.12",NA,"2016","12","",NA
"805","10-Year Average","X2016.12",NA,"2016","12","",NA
"806","Year over Year","X2016.12",NA,"2016","12","",NA
"807","3-Year Average","X2016.12",NA,"2016","12","",NA
"808","5-Year Average","X2016.12",NA,"2016","12","",NA
"809","10-Year Average","X2016.12",NA,"2016","12","",NA
"810","Year over Year","X2016.12",NA,"2016","12","",NA
"811","3-Year Average","X2016.12",NA,"2016","12","",NA
"812","5-Year Average","X2016.12",NA,"2016","12","",NA
"813","10-Year Average","X2016.12",NA,"2016","12","",NA
"814","Operating Cash Flow Growth % YOY","X2016.12",NA,"2016","12","",NA
"815","Free Cash Flow Growth % YOY","X2016.12",NA,"2016","12","",NA
"816","Cap Ex as a % of Sales","X2016.12",NA,"2016","12","",NA
"817","Free Cash Flow/Sales %","X2016.12",0.0455,"2016","12","4.55",4.55
"818","Free Cash Flow/Net Income","X2016.12",-2.81,"2016","12","-2.81",-2.81
"819","Cash & Short-Term Investments","X2016.12",2.84,"2016","12","2.84",2.84
"820","Accounts Receivable","X2016.12",2.1,"2016","12","2.10",2.1
