"","metric","variable","value","year","month","raw_value","untrans_value"
"408","Total Current Liabilities","X2011.12",NA,"2011","12","",NA
"409","Long-Term Debt","X2011.12",0.33,"2011","12","0.33",0.33
"410","Other Long-Term Liabilities","X2011.12",NA,"2011","12","",NA
"411","Total Liabilities","X2011.12",91.8,"2011","12","91.80",91.8
"412","Total Stockholders' Equity","X2011.12",8.2,"2011","12","8.20",8.2
"413","Total Liabilities & Equity","X2011.12",100,"2011","12","100.00",100
"414","Current Ratio","X2011.12",NA,"2011","12","",NA
"415","Quick Ratio","X2011.12",NA,"2011","12","",NA
"416","Financial Leverage","X2011.12",12.2,"2011","12","12.20",12.2
"417","Debt/Equity","X2011.12",0.04,"2011","12","0.04",0.04
"418","Days Sales Outstanding","X2011.12",NA,"2011","12","",NA
"419","Days Inventory","X2011.12",NA,"2011","12","",NA
"420","Payables Period","X2011.12",NA,"2011","12","",NA
"421","Cash Conversion Cycle","X2011.12",NA,"2011","12","",NA
"422","Receivables Turnover","X2011.12",NA,"2011","12","",NA
"423","Inventory Turnover","X2011.12",NA,"2011","12","",NA
"424","Fixed Assets Turnover","X2011.12",32.43,"2011","12","32.43",32.43
"425","Asset Turnover","X2011.12",0.14,"2011","12","0.14",0.14
"426","Revenue USD Mil","X2012.12",70412000000,"2012","12","70,412",70412
"427","Gross Margin %","X2012.12",NA,"2012","12","",NA
"428","Operating Income USD Mil","X2012.12",5473000000,"2012","12","5,473",5473
"429","Operating Margin %","X2012.12",0.078,"2012","12","7.8",7.8
"430","Net Income USD Mil","X2012.12",3887000000,"2012","12","3,887",3887
"431","Earnings Per Share USD","X2012.12",2.64,"2012","12","2.64",2.64
"432","Dividends USD","X2012.12",1.82,"2012","12","1.82",1.82
"433","Payout Ratio % *","X2012.12",0.693,"2012","12","69.3",69.3
"434","Shares Mil","X2012.12",1474000000,"2012","12","1,474",1474
"435","Book Value Per Share * USD","X2012.12",23.26,"2012","12","23.26",23.26
"436","Operating Cash Flow USD Mil","X2012.12",2563000000,"2012","12","2,563",2563
"437","Cap Spending USD Mil","X2012.12",NA,"2012","12","",NA
"438","Free Cash Flow USD Mil","X2012.12",2563000000,"2012","12","2,563",2563
"439","Free Cash Flow Per Share * USD","X2012.12",1.74,"2012","12","1.74",1.74
"440","Working Capital USD Mil","X2012.12",NA,"2012","12","",NA
"441","Revenue","X2012.12",100,"2012","12","100.00",100
"442","COGS","X2012.12",NA,"2012","12","",NA
"443","Gross Margin","X2012.12",NA,"2012","12","",NA
"444","SG&A","X2012.12",12.29,"2012","12","12.29",12.29
"445","R&D","X2012.12",NA,"2012","12","",NA
"446","Other","X2012.12",79.94,"2012","12","79.94",79.94
"447","Operating Margin","X2012.12",7.77,"2012","12","7.77",7.77
"448","Net Int Inc & Other","X2012.12",NA,"2012","12","",NA
"449","EBT Margin","X2012.12",7.77,"2012","12","7.77",7.77
"450","Tax Rate %","X2012.12",0.2739,"2012","12","27.39",27.39
"451","Net Margin %","X2012.12",0.0551,"2012","12","5.51",5.51
"452","Asset Turnover (Average)","X2012.12",0.18,"2012","12","0.18",0.18
"453","Return on Assets %","X2012.12",0.0098,"2012","12","0.98",0.98
"454","Financial Leverage (Average)","X2012.12",11.86,"2012","12","11.86",11.86
"455","Return on Equity %","X2012.12",0.1173,"2012","12","11.73",11.73
"456","Return on Invested Capital %","X2012.12",NA,"2012","12","",NA
"457","Interest Coverage","X2012.12",NA,"2012","12","",NA
"458","Year over Year","X2012.12",32.9,"2012","12","32.90",32.9
"459","3-Year Average","X2012.12",0.07,"2012","12","0.07",0.07
"460","5-Year Average","X2012.12",5,"2012","12","5.00",5
"461","10-Year Average","X2012.12",5.7,"2012","12","5.70",5.7
"462","Year over Year","X2012.12",2.25,"2012","12","2.25",2.25
"463","3-Year Average","X2012.12",6.43,"2012","12","6.43",6.43
"464","5-Year Average","X2012.12",-6.13,"2012","12","-6.13",-6.13
"465","10-Year Average","X2012.12",NA,"2012","12","",NA
"466","Year over Year","X2012.12",2.27,"2012","12","2.27",2.27
"467","3-Year Average","X2012.12",6.22,"2012","12","6.22",6.22
"468","5-Year Average","X2012.12",-7.44,"2012","12","-7.44",-7.44
"469","10-Year Average","X2012.12",NA,"2012","12","",NA
"470","Year over Year","X2012.12",2.73,"2012","12","2.73",2.73
"471","3-Year Average","X2012.12",5.59,"2012","12","5.59",5.59
"472","5-Year Average","X2012.12",-7.42,"2012","12","-7.42",-7.42
"473","10-Year Average","X2012.12",NA,"2012","12","",NA
"474","Operating Cash Flow Growth % YOY","X2012.12",NA,"2012","12","",NA
"475","Free Cash Flow Growth % YOY","X2012.12",NA,"2012","12","",NA
"476","Cap Ex as a % of Sales","X2012.12",NA,"2012","12","",NA
"477","Free Cash Flow/Sales %","X2012.12",0.0364,"2012","12","3.64",3.64
"478","Free Cash Flow/Net Income","X2012.12",0.66,"2012","12","0.66",0.66
"479","Cash & Short-Term Investments","X2012.12",2.22,"2012","12","2.22",2.22
"480","Accounts Receivable","X2012.12",NA,"2012","12","",NA
"481","Inventory","X2012.12",NA,"2012","12","",NA
"482","Other Current Assets","X2012.12",NA,"2012","12","",NA
"483","Total Current Assets","X2012.12",NA,"2012","12","",NA
"484","Net PP&E","X2012.12",0.37,"2012","12","0.37",0.37
"485","Intangibles","X2012.12",2.33,"2012","12","2.33",2.33
"486","Other Long-Term Assets","X2012.12",NA,"2012","12","",NA
"487","Total Assets","X2012.12",100,"2012","12","100.00",100
"488","Accounts Payable","X2012.12",NA,"2012","12","",NA
"489","Short-Term Debt","X2012.12",NA,"2012","12","",NA
"490","Taxes Payable","X2012.12",NA,"2012","12","",NA
"491","Accrued Liabilities","X2012.12",NA,"2012","12","",NA
"492","Other Short-Term Liabilities","X2012.12",NA,"2012","12","",NA
"493","Total Current Liabilities","X2012.12",NA,"2012","12","",NA
"494","Long-Term Debt","X2012.12",1.63,"2012","12","1.63",1.63
"495","Other Long-Term Liabilities","X2012.12",NA,"2012","12","",NA
"496","Total Liabilities","X2012.12",91.57,"2012","12","91.57",91.57
"497","Total Stockholders' Equity","X2012.12",8.43,"2012","12","8.43",8.43
"498","Total Liabilities & Equity","X2012.12",100,"2012","12","100.00",100
"499","Current Ratio","X2012.12",NA,"2012","12","",NA
"500","Quick Ratio","X2012.12",NA,"2012","12","",NA
"501","Financial Leverage","X2012.12",11.86,"2012","12","11.86",11.86
"502","Debt/Equity","X2012.12",0.19,"2012","12","0.19",0.19
"503","Days Sales Outstanding","X2012.12",NA,"2012","12","",NA
"504","Days Inventory","X2012.12",NA,"2012","12","",NA
"505","Payables Period","X2012.12",NA,"2012","12","",NA
"506","Cash Conversion Cycle","X2012.12",NA,"2012","12","",NA
"507","Receivables Turnover","X2012.12",NA,"2012","12","",NA
"508","Inventory Turnover","X2012.12",NA,"2012","12","",NA
"509","Fixed Assets Turnover","X2012.12",45.3,"2012","12","45.30",45.3
"510","Asset Turnover","X2012.12",0.18,"2012","12","0.18",0.18
"511","Revenue USD Mil","X2013.12",72045000000,"2013","12","72,045",72045
"512","Gross Margin %","X2013.12",NA,"2013","12","",NA
"513","Operating Income USD Mil","X2013.12",5959000000,"2013","12","5,959",5959
"514","Operating Margin %","X2013.12",0.083,"2013","12","8.3",8.3
"515","Net Income USD Mil","X2013.12",4028000000,"2013","12","4,028",4028
"516","Earnings Per Share USD","X2013.12",2.72,"2013","12","2.72",2.72
"517","Dividends USD","X2013.12",1.8,"2013","12","1.80",1.8
"518","Payout Ratio % *","X2013.12",0.678,"2013","12","67.8",67.8
"519","Shares Mil","X2013.12",1480000000,"2013","12","1,480",1480
"520","Book Value Per Share * USD","X2013.12",21.72,"2013","12","21.72",21.72
"521","Operating Cash Flow USD Mil","X2013.12",1443000000,"2013","12","1,443",1443
"522","Cap Spending USD Mil","X2013.12",-282000000,"2013","12","-282",-282
"523","Free Cash Flow USD Mil","X2013.12",1161000000,"2013","12","1,161",1161
"524","Free Cash Flow Per Share * USD","X2013.12",1.7,"2013","12","1.70",1.7
"525","Working Capital USD Mil","X2013.12",NA,"2013","12","",NA
"526","Revenue","X2013.12",100,"2013","12","100.00",100
"527","COGS","X2013.12",NA,"2013","12","",NA
"528","Gross Margin","X2013.12",NA,"2013","12","",NA
"529","SG&A","X2013.12",12.22,"2013","12","12.22",12.22
"530","R&D","X2013.12",NA,"2013","12","",NA
"531","Other","X2013.12",79.51,"2013","12","79.51",79.51
"532","Operating Margin","X2013.12",8.27,"2013","12","8.27",8.27
"533","Net Int Inc & Other","X2013.12",NA,"2013","12","",NA
"534","EBT Margin","X2013.12",8.27,"2013","12","8.27",8.27
"535","Tax Rate %","X2013.12",0.2854,"2013","12","28.54",28.54
"536","Net Margin %","X2013.12",0.0559,"2013","12","5.59",5.59
"537","Asset Turnover (Average)","X2013.12",0.17,"2013","12","0.17",0.17
"538","Return on Assets %","X2013.12",0.0098,"2013","12","0.98",0.98
"539","Financial Leverage (Average)","X2013.12",12.77,"2013","12","12.77",12.77
"540","Return on Equity %","X2013.12",0.1202,"2013","12","12.02",12.02
"541","Return on Invested Capital %","X2013.12",NA,"2013","12","",NA
"542","Interest Coverage","X2013.12",NA,"2013","12","",NA
"543","Year over Year","X2013.12",2.32,"2013","12","2.32",2.32
"544","3-Year Average","X2013.12",2.02,"2013","12","2.02",2.02
"545","5-Year Average","X2013.12",17.37,"2013","12","17.37",17.37
"546","10-Year Average","X2013.12",3.39,"2013","12","3.39",3.39
"547","Year over Year","X2013.12",9.12,"2013","12","9.12",9.12
"548","3-Year Average","X2013.12",6.99,"2013","12","6.99",6.99
"549","5-Year Average","X2013.12",17.48,"2013","12","17.48",17.48
"550","10-Year Average","X2013.12",4.76,"2013","12","4.76",4.76
"551","Year over Year","X2013.12",3.87,"2013","12","3.87",3.87
"552","3-Year Average","X2013.12",4.67,"2013","12","4.67",4.67
"553","5-Year Average","X2013.12",5.27,"2013","12","5.27",5.27
"554","10-Year Average","X2013.12",6.63,"2013","12","6.63",6.63
"555","Year over Year","X2013.12",3.46,"2013","12","3.46",3.46
"556","3-Year Average","X2013.12",5.11,"2013","12","5.11",5.11
"557","5-Year Average","X2013.12",4.7,"2013","12","4.70",4.7
"558","10-Year Average","X2013.12",6.28,"2013","12","6.28",6.28
"559","Operating Cash Flow Growth % YOY","X2013.12",NA,"2013","12","",NA
"560","Free Cash Flow Growth % YOY","X2013.12",NA,"2013","12","",NA
"561","Cap Ex as a % of Sales","X2013.12",0.0039,"2013","12","0.39",0.39
"562","Free Cash Flow/Sales %","X2013.12",0.0161,"2013","12","1.61",1.61
"563","Free Cash Flow/Net Income","X2013.12",0.29,"2013","12","0.29",0.29
"564","Cash & Short-Term Investments","X2013.12",1.73,"2013","12","1.73",1.73
"565","Accounts Receivable","X2013.12",NA,"2013","12","",NA
"566","Inventory","X2013.12",NA,"2013","12","",NA
"567","Other Current Assets","X2013.12",NA,"2013","12","",NA
"568","Total Current Assets","X2013.12",NA,"2013","12","",NA
"569","Net PP&E","X2013.12",0.36,"2013","12","0.36",0.36
"570","Intangibles","X2013.12",2.14,"2013","12","2.14",2.14
"571","Other Long-Term Assets","X2013.12",NA,"2013","12","",NA
"572","Total Assets","X2013.12",100,"2013","12","100.00",100
"573","Accounts Payable","X2013.12",NA,"2013","12","",NA
"574","Short-Term Debt","X2013.12",NA,"2013","12","",NA
"575","Taxes Payable","X2013.12",NA,"2013","12","",NA
"576","Accrued Liabilities","X2013.12",NA,"2013","12","",NA
"577","Other Short-Term Liabilities","X2013.12",NA,"2013","12","",NA
"578","Total Current Liabilities","X2013.12",NA,"2013","12","",NA
"579","Long-Term Debt","X2013.12",1.46,"2013","12","1.46",1.46
"580","Other Long-Term Liabilities","X2013.12",NA,"2013","12","",NA
"581","Total Liabilities","X2013.12",92.17,"2013","12","92.17",92.17
"582","Total Stockholders' Equity","X2013.12",7.83,"2013","12","7.83",7.83
"583","Total Liabilities & Equity","X2013.12",100,"2013","12","100.00",100
"584","Current Ratio","X2013.12",NA,"2013","12","",NA
"585","Quick Ratio","X2013.12",NA,"2013","12","",NA
"586","Financial Leverage","X2013.12",12.77,"2013","12","12.77",12.77
"587","Debt/Equity","X2013.12",0.18,"2013","12","0.18",0.18
"588","Days Sales Outstanding","X2013.12",NA,"2013","12","",NA
"589","Days Inventory","X2013.12",NA,"2013","12","",NA
"590","Payables Period","X2013.12",NA,"2013","12","",NA
"591","Cash Conversion Cycle","X2013.12",NA,"2013","12","",NA
"592","Receivables Turnover","X2013.12",NA,"2013","12","",NA
"593","Inventory Turnover","X2013.12",NA,"2013","12","",NA
"594","Fixed Assets Turnover","X2013.12",47.65,"2013","12","47.65",47.65
"595","Asset Turnover","X2013.12",0.17,"2013","12","0.17",0.17
"596","Revenue USD Mil","X2014.12",72571000000,"2014","12","72,571",72571
"597","Gross Margin %","X2014.12",NA,"2014","12","",NA
"598","Operating Income USD Mil","X2014.12",5899000000,"2014","12","5,899",5899
"599","Operating Margin %","X2014.12",0.081,"2014","12","8.1",8.1
"600","Net Income USD Mil","X2014.12",3949000000,"2014","12","3,949",3949
"601","Earnings Per Share USD","X2014.12",2.64,"2014","12","2.64",2.64
"602","Dividends USD","X2014.12",1.92,"2014","12","1.92",1.92
"603","Payout Ratio % *","X2014.12",0.695,"2014","12","69.5",69.5
"604","Shares Mil","X2014.12",1494000000,"2014","12","1,494",1494
"605","Book Value Per Share * USD","X2014.12",22.99,"2014","12","22.99",22.99
"606","Operating Cash Flow USD Mil","X2014.12",5860000000,"2014","12","5,860",5860
"607","Cap Spending USD Mil","X2014.12",-1381000000,"2014","12","-1,381",-1381
"608","Free Cash Flow USD Mil","X2014.12",4479000000,"2014","12","4,479",4479
"609","Free Cash Flow Per Share * USD","X2014.12",2.98,"2014","12","2.98",2.98
"610","Working Capital USD Mil","X2014.12",NA,"2014","12","",NA
"611","Revenue","X2014.12",100,"2014","12","100.00",100
"612","COGS","X2014.12",NA,"2014","12","",NA
"613","Gross Margin","X2014.12",NA,"2014","12","",NA
"614","SG&A","X2014.12",12.21,"2014","12","12.21",12.21
"615","R&D","X2014.12",NA,"2014","12","",NA
"616","Other","X2014.12",79.67,"2014","12","79.67",79.67
"617","Operating Margin","X2014.12",8.13,"2014","12","8.13",8.13
"618","Net Int Inc & Other","X2014.12",NA,"2014","12","",NA
"619","EBT Margin","X2014.12",8.13,"2014","12","8.13",8.13
"620","Tax Rate %","X2014.12",0.2858,"2014","12","28.58",28.58
"621","Net Margin %","X2014.12",0.0537,"2014","12","5.37",5.37
"622","Asset Turnover (Average)","X2014.12",0.18,"2014","12","0.18",0.18
"623","Return on Assets %","X2014.12",0.0095,"2014","12","0.95",0.95
"624","Financial Leverage (Average)","X2014.12",11.7,"2014","12","11.70",11.7
"625","Return on Equity %","X2014.12",0.1159,"2014","12","11.59",11.59
"626","Return on Invested Capital %","X2014.12",NA,"2014","12","",NA
"627","Interest Coverage","X2014.12",NA,"2014","12","",NA
"628","Year over Year","X2014.12",0.72,"2014","12","0.72",0.72
"629","3-Year Average","X2014.12",11.06,"2014","12","11.06",11.06
"630","5-Year Average","X2014.12",0.65,"2014","12","0.65",0.65
"631","10-Year Average","X2014.12",1.98,"2014","12","1.98",1.98
"632","Year over Year","X2014.12",-1.96,"2014","12","-1.96",-1.96
"633","3-Year Average","X2014.12",3.03,"2014","12","3.03",3.03
"634","5-Year Average","X2014.12",5.22,"2014","12","5.22",5.22
"635","10-Year Average","X2014.12",4.44,"2014","12","4.44",4.44
"636","Year over Year","X2014.12",-3.3,"2014","12","-3.30",-3.3
"637","3-Year Average","X2014.12",0.9,"2014","12","0.90",0.9
"638","5-Year Average","X2014.12",3.78,"2014","12","3.78",3.78
"639","10-Year Average","X2014.12",4.18,"2014","12","4.18",4.18
"640","Year over Year","X2014.12",-4.19,"2014","12","-4.19",-4.19
"641","3-Year Average","X2014.12",0.61,"2014","12","0.61",0.61
"642","5-Year Average","X2014.12",3.14,"2014","12","3.14",3.14
"643","10-Year Average","X2014.12",3.85,"2014","12","3.85",3.85
"644","Operating Cash Flow Growth % YOY","X2014.12",NA,"2014","12","",NA
"645","Free Cash Flow Growth % YOY","X2014.12",NA,"2014","12","",NA
"646","Cap Ex as a % of Sales","X2014.12",0.019,"2014","12","1.90",1.9
"647","Free Cash Flow/Sales %","X2014.12",0.0617,"2014","12","6.17",6.17
"648","Free Cash Flow/Net Income","X2014.12",1.13,"2014","12","1.13",1.13
"649","Cash & Short-Term Investments","X2014.12",1.87,"2014","12","1.87",1.87
"650","Accounts Receivable","X2014.12",NA,"2014","12","",NA
"651","Inventory","X2014.12",NA,"2014","12","",NA
"652","Other Current Assets","X2014.12",NA,"2014","12","",NA
"653","Total Current Assets","X2014.12",NA,"2014","12","",NA
"654","Net PP&E","X2014.12",0.31,"2014","12","0.31",0.31
"655","Intangibles","X2014.12",2.07,"2014","12","2.07",2.07
"656","Other Long-Term Assets","X2014.12",NA,"2014","12","",NA
"657","Total Assets","X2014.12",100,"2014","12","100.00",100
"658","Accounts Payable","X2014.12",NA,"2014","12","",NA
"659","Short-Term Debt","X2014.12",NA,"2014","12","",NA
"660","Taxes Payable","X2014.12",NA,"2014","12","",NA
"661","Accrued Liabilities","X2014.12",NA,"2014","12","",NA
"662","Other Short-Term Liabilities","X2014.12",NA,"2014","12","",NA
"663","Total Current Liabilities","X2014.12",NA,"2014","12","",NA
"664","Long-Term Debt","X2014.12",1.32,"2014","12","1.32",1.32
"665","Other Long-Term Liabilities","X2014.12",NA,"2014","12","",NA
"666","Total Liabilities","X2014.12",91.46,"2014","12","91.46",91.46
"667","Total Stockholders' Equity","X2014.12",8.54,"2014","12","8.54",8.54
"668","Total Liabilities & Equity","X2014.12",100,"2014","12","100.00",100
"669","Current Ratio","X2014.12",NA,"2014","12","",NA
"670","Quick Ratio","X2014.12",NA,"2014","12","",NA
"671","Financial Leverage","X2014.12",11.7,"2014","12","11.70",11.7
"672","Debt/Equity","X2014.12",0.15,"2014","12","0.15",0.15
"673","Days Sales Outstanding","X2014.12",NA,"2014","12","",NA
"674","Days Inventory","X2014.12",NA,"2014","12","",NA
"675","Payables Period","X2014.12",NA,"2014","12","",NA
"676","Cash Conversion Cycle","X2014.12",NA,"2014","12","",NA
"677","Receivables Turnover","X2014.12",NA,"2014","12","",NA
"678","Inventory Turnover","X2014.12",NA,"2014","12","",NA
"679","Fixed Assets Turnover","X2014.12",52.45,"2014","12","52.45",52.45
"680","Asset Turnover","X2014.12",0.18,"2014","12","0.18",0.18
"681","Revenue USD Mil","X2015.12",60568000000,"2015","12","60,568",60568
"682","Gross Margin %","X2015.12",NA,"2015","12","",NA
"683","Operating Income USD Mil","X2015.12",3341000000,"2015","12","3,341",3341
"684","Operating Margin %","X2015.12",0.055,"2015","12","5.5",5.5
"685","Net Income USD Mil","X2015.12",1842000000,"2015","12","1,842",1842
"686","Earnings Per Share USD","X2015.12",1.23,"2015","12","1.23",1.23
"687","Dividends USD","X2015.12",NA,"2015","12","",NA
"688","Payout Ratio % *","X2015.12",NA,"2015","12","",NA
"689","Shares Mil","X2015.12",1493000000,"2015","12","1,493",1493
"690","Book Value Per Share * USD","X2015.12",18.59,"2015","12","18.59",18.59
"691","Operating Cash Flow USD Mil","X2015.12",5222000000,"2015","12","5,222",5222
"692","Cap Spending USD Mil","X2015.12",-678000000,"2015","12","-678",-678
"693","Free Cash Flow USD Mil","X2015.12",4544000000,"2015","12","4,544",4544
"694","Free Cash Flow Per Share * USD","X2015.12",2.57,"2015","12","2.57",2.57
"695","Working Capital USD Mil","X2015.12",NA,"2015","12","",NA
"696","Revenue","X2015.12",100,"2015","12","100.00",100
"697","COGS","X2015.12",NA,"2015","12","",NA
"698","Gross Margin","X2015.12",NA,"2015","12","",NA
"699","SG&A","X2015.12",14.3,"2015","12","14.30",14.3
"700","R&D","X2015.12",NA,"2015","12","",NA
"701","Other","X2015.12",80.19,"2015","12","80.19",80.19
"702","Operating Margin","X2015.12",5.52,"2015","12","5.52",5.52
"703","Net Int Inc & Other","X2015.12",NA,"2015","12","",NA
"704","EBT Margin","X2015.12",5.51,"2015","12","5.51",5.51
"705","Tax Rate %","X2015.12",0.3874,"2015","12","38.74",38.74
"706","Net Margin %","X2015.12",0.0304,"2015","12","3.04",3.04
"707","Asset Turnover (Average)","X2015.12",0.15,"2015","12","0.15",0.15
"708","Return on Assets %","X2015.12",0.0047,"2015","12","0.47",0.47
"709","Financial Leverage (Average)","X2015.12",12.25,"2015","12","12.25",12.25
"710","Return on Equity %","X2015.12",0.0559,"2015","12","5.59",5.59
"711","Return on Invested Capital %","X2015.12",NA,"2015","12","",NA
"712","Interest Coverage","X2015.12",NA,"2015","12","",NA
"713","Year over Year","X2015.12",-16.54,"2015","12","-16.54",-16.54
"714","3-Year Average","X2015.12",-4.9,"2015","12","-4.90",-4.9
"715","5-Year Average","X2015.12",-2.25,"2015","12","-2.25",-2.25
"716","10-Year Average","X2015.12",-1.03,"2015","12","-1.03",-1.03
"717","Year over Year","X2015.12",-42.83,"2015","12","-42.83",-42.83
"718","3-Year Average","X2015.12",-15.12,"2015","12","-15.12",-15.12
"719","5-Year Average","X2015.12",-7.25,"2015","12","-7.25",-7.25
"720","10-Year Average","X2015.12",-4.8,"2015","12","-4.80",-4.8
"721","Year over Year","X2015.12",-52.71,"2015","12","-52.71",-52.71
"722","3-Year Average","X2015.12",-21.98,"2015","12","-21.98",-21.98
"723","5-Year Average","X2015.12",-12.11,"2015","12","-12.11",-12.11
"724","10-Year Average","X2015.12",-5.75,"2015","12","-5.75",-5.75
"725","Year over Year","X2015.12",-52.72,"2015","12","-52.72",-52.72
"726","3-Year Average","X2015.12",-22.33,"2015","12","-22.33",-22.33
"727","5-Year Average","X2015.12",-12.06,"2015","12","-12.06",-12.06
"728","10-Year Average","X2015.12",-5.54,"2015","12","-5.54",-5.54
"729","Operating Cash Flow Growth % YOY","X2015.12",NA,"2015","12","",NA
"730","Free Cash Flow Growth % YOY","X2015.12",1.45,"2015","12","145.00",145
"731","Cap Ex as a % of Sales","X2015.12",0.0112,"2015","12","1.12",1.12
"732","Free Cash Flow/Sales %","X2015.12",0.075,"2015","12","7.50",7.5
"733","Free Cash Flow/Net Income","X2015.12",2.47,"2015","12","2.47",2.47
"734","Cash & Short-Term Investments","X2015.12",2.14,"2015","12","2.14",2.14
"735","Accounts Receivable","X2015.12",NA,"2015","12","",NA
"736","Inventory","X2015.12",NA,"2015","12","",NA
"737","Other Current Assets","X2015.12",NA,"2015","12","",NA
"738","Total Current Assets","X2015.12",NA,"2015","12","",NA
"739","Net PP&E","X2015.12",0.3,"2015","12","0.30",0.3
"740","Intangibles","X2015.12",1.59,"2015","12","1.59",1.59
"741","Other Long-Term Assets","X2015.12",NA,"2015","12","",NA
"742","Total Assets","X2015.12",100,"2015","12","100.00",100
"743","Accounts Payable","X2015.12",NA,"2015","12","",NA
"744","Short-Term Debt","X2015.12",NA,"2015","12","",NA
"745","Taxes Payable","X2015.12",NA,"2015","12","",NA
"746","Accrued Liabilities","X2015.12",NA,"2015","12","",NA
"747","Other Short-Term Liabilities","X2015.12",NA,"2015","12","",NA
"748","Total Current Liabilities","X2015.12",NA,"2015","12","",NA
"749","Long-Term Debt","X2015.12",1.17,"2015","12","1.17",1.17
"750","Other Long-Term Liabilities","X2015.12",NA,"2015","12","",NA
"751","Total Liabilities","X2015.12",91.84,"2015","12","91.84",91.84
"752","Total Stockholders' Equity","X2015.12",8.16,"2015","12","8.16",8.16
"753","Total Liabilities & Equity","X2015.12",100,"2015","12","100.00",100
"754","Current Ratio","X2015.12",NA,"2015","12","",NA
"755","Quick Ratio","X2015.12",NA,"2015","12","",NA
"756","Financial Leverage","X2015.12",12.25,"2015","12","12.25",12.25
"757","Debt/Equity","X2015.12",0.14,"2015","12","0.14",0.14
"758","Days Sales Outstanding","X2015.12",NA,"2015","12","",NA
"759","Days Inventory","X2015.12",NA,"2015","12","",NA
"760","Payables Period","X2015.12",NA,"2015","12","",NA
"761","Cash Conversion Cycle","X2015.12",NA,"2015","12","",NA
"762","Receivables Turnover","X2015.12",NA,"2015","12","",NA
"763","Inventory Turnover","X2015.12",NA,"2015","12","",NA
"764","Fixed Assets Turnover","X2015.12",50.2,"2015","12","50.20",50.2
"765","Asset Turnover","X2015.12",0.15,"2015","12","0.15",0.15
"766","Revenue USD Mil","X2016.12",67245000000,"2016","12","67,245",67245
"767","Gross Margin %","X2016.12",NA,"2016","12","",NA
"768","Operating Income USD Mil","X2016.12",5321000000,"2016","12","5,321",5321
"769","Operating Margin %","X2016.12",0.079,"2016","12","7.9",7.9
"770","Net Income USD Mil","X2016.12",3211000000,"2016","12","3,211",3211
"771","Earnings Per Share USD","X2016.12",2.14,"2016","12","2.14",2.14
"772","Dividends USD","X2016.12",1.77,"2016","12","1.77",1.77
"773","Payout Ratio % *","X2016.12",1.266,"2016","12","126.6",126.6
"774","Shares Mil","X2016.12",1503000000,"2016","12","1,503",1503
"775","Book Value Per Share * USD","X2016.12",21.73,"2016","12","21.73",21.73
"776","Operating Cash Flow USD Mil","X2016.12",1473000000,"2016","12","1,473",1473
"777","Cap Spending USD Mil","X2016.12",-715000000,"2016","12","-715",-715
"778","Free Cash Flow USD Mil","X2016.12",758000000,"2016","12","758",758
"779","Free Cash Flow Per Share * USD","X2016.12",1.05,"2016","12","1.05",1.05
"780","Working Capital USD Mil","X2016.12",NA,"2016","12","",NA
"781","Revenue","X2016.12",100,"2016","12","100.00",100
"782","COGS","X2016.12",NA,"2016","12","",NA
"783","Gross Margin","X2016.12",NA,"2016","12","",NA
"784","SG&A","X2016.12",11.12,"2016","12","11.12",11.12
"785","R&D","X2016.12",NA,"2016","12","",NA
"786","Other","X2016.12",80.97,"2016","12","80.97",80.97
"787","Operating Margin","X2016.12",7.91,"2016","12","7.91",7.91
"788","Net Int Inc & Other","X2016.12",NA,"2016","12","",NA
"789","EBT Margin","X2016.12",7.91,"2016","12","7.91",7.91
"790","Tax Rate %","X2016.12",0.3464,"2016","12","34.64",34.64
"791","Net Margin %","X2016.12",0.0478,"2016","12","4.78",4.78
"792","Asset Turnover (Average)","X2016.12",0.18,"2016","12","0.18",0.18
"793","Return on Assets %","X2016.12",0.0084,"2016","12","0.84",0.84
"794","Financial Leverage (Average)","X2016.12",12.48,"2016","12","12.48",12.48
"795","Return on Equity %","X2016.12",0.1039,"2016","12","10.39",10.39
"796","Return on Invested Capital %","X2016.12",NA,"2016","12","",NA
"797","Interest Coverage","X2016.12",NA,"2016","12","",NA
"798","Year over Year","X2016.12",11.02,"2016","12","11.02",11.02
"799","3-Year Average","X2016.12",-2.27,"2016","12","-2.27",-2.27
"800","5-Year Average","X2016.12",4.88,"2016","12","4.88",4.88
"801","10-Year Average","X2016.12",0.34,"2016","12","0.34",0.34
"802","Year over Year","X2016.12",59.26,"2016","12","59.26",59.26
"803","3-Year Average","X2016.12",-3.72,"2016","12","-3.72",-3.72
"804","5-Year Average","X2016.12",-0.08,"2016","12","-0.08",-0.08
"805","10-Year Average","X2016.12",-2.33,"2016","12","-2.33",-2.33
"806","Year over Year","X2016.12",74.32,"2016","12","74.32",74.32
"807","3-Year Average","X2016.12",-7.28,"2016","12","-7.28",-7.28
"808","5-Year Average","X2016.12",-3.27,"2016","12","-3.27",-3.27
"809","10-Year Average","X2016.12",-3.58,"2016","12","-3.58",-3.58
"810","Year over Year","X2016.12",73.24,"2016","12","73.24",73.24
"811","3-Year Average","X2016.12",-7.76,"2016","12","-7.76",-7.76
"812","5-Year Average","X2016.12",-3.56,"2016","12","-3.56",-3.56
"813","10-Year Average","X2016.12",-3.62,"2016","12","-3.62",-3.62
"814","Operating Cash Flow Growth % YOY","X2016.12",NA,"2016","12","",NA
